"","committee_acronym","parliament_number","session_number","date_change","position","first_name","last_name","full_name"
"162.7","ESPE","42","1","2016-03-07","Member","Marilyn","Gladu","Marilyn Gladu"
"162.8","ESPE","42","1","2016-03-07","Member","Eva","Nassif","Eva Nassif"
"162.9","ESPE","42","1","2016-03-07","Member","Terry","Sheehan","Terry Sheehan"
"162.10","ESPE","42","1","2016-03-07","Member","Sonia","Sidhu","Sonia Sidhu"
"163.1","ESPE","42","1","2016-06-09","Chair","Anita","Vandenbeld","Anita Vandenbeld"
"163.2","ESPE","42","1","2016-06-09","Co-chair","Shannon","Stubbs","Shannon Stubbs"
"163.3","ESPE","42","1","2016-06-09","Co-chair","Sheri","Benson","Sheri Benson"
"163.4","ESPE","42","1","2016-06-09","Member","Dan","Albas","Dan Albas"
"163.5","ESPE","42","1","2016-06-09","Member","Matt","DeCourcey","Matt DeCourcey"
"163.6","ESPE","42","1","2016-06-09","Member","Julie","Dzerowicz","Julie Dzerowicz"
"163.7","ESPE","42","1","2016-06-09","Member","Marilyn","Gladu","Marilyn Gladu"
"163.8","ESPE","42","1","2016-06-09","Member","Eva","Nassif","Eva Nassif"
"163.9","ESPE","42","1","2016-06-09","Member","Terry","Sheehan","Terry Sheehan"
"163.10","ESPE","42","1","2016-06-09","Member","Sonia","Sidhu","Sonia Sidhu"
"164.1","IWFA","41","1","2013-03-22","Member","Stella","Ambler","Stella Ambler"
"164.2","IWFA","41","1","2013-03-22","Member","Niki","Ashton","Niki Ashton"
"164.3","IWFA","41","1","2013-03-22","Member","Carolyn","Bennett","Carolyn Bennett"
"164.4","IWFA","41","1","2013-03-22","Member","Kelly","Block","Kelly Block"
"164.5","IWFA","41","1","2013-03-22","Member","Jean","Crowder","Jean Crowder"
"164.6","IWFA","41","1","2013-03-22","Member","Libby","Davies","Libby Davies"
"164.7","IWFA","41","1","2013-03-22","Member","Robert","Goguen","Robert Goguen"
"164.8","IWFA","41","1","2013-03-22","Member","Cathy","McLeod","Cathy McLeod"
"164.9","IWFA","41","1","2013-03-22","Member","Michelle","Rempel","Michelle Rempel"
"164.10","IWFA","41","1","2013-03-22","Member","Greg","Rickford","Greg Rickford"
"164.11","IWFA","41","1","2013-03-22","Member","Romeo","Saganash","Romeo Saganash"
"164.12","IWFA","41","1","2013-03-22","Member","Susan","Truppe","Susan Truppe"
"165.1","IWFA","41","1","2013-03-27","Chair","Stella","Ambler","Stella Ambler"
"165.2","IWFA","41","1","2013-03-27","Co-chair","Libby","Davies","Libby Davies"
"165.3","IWFA","41","1","2013-03-27","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"165.4","IWFA","41","1","2013-03-27","Member","Niki","Ashton","Niki Ashton"
"165.5","IWFA","41","1","2013-03-27","Member","Kelly","Block","Kelly Block"
"165.6","IWFA","41","1","2013-03-27","Member","Jean","Crowder","Jean Crowder"
"165.7","IWFA","41","1","2013-03-27","Member","Robert","Goguen","Robert Goguen"
"165.8","IWFA","41","1","2013-03-27","Member","Cathy","McLeod","Cathy McLeod"
"165.9","IWFA","41","1","2013-03-27","Member","Michelle","Rempel","Michelle Rempel"
"165.10","IWFA","41","1","2013-03-27","Member","Greg","Rickford","Greg Rickford"
"165.11","IWFA","41","1","2013-03-27","Member","Romeo","Saganash","Romeo Saganash"
"165.12","IWFA","41","1","2013-03-27","Member","Susan","Truppe","Susan Truppe"
"166.1","IWFA","41","1","2013-09-13","Chair","Stella","Ambler","Stella Ambler"
"166.2","IWFA","41","1","2013-09-13","Co-chair","Libby","Davies","Libby Davies"
"166.3","IWFA","41","1","2013-09-13","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"166.4","IWFA","41","1","2013-09-13","Member","Niki","Ashton","Niki Ashton"
"166.5","IWFA","41","1","2013-09-13","Member","Kelly","Block","Kelly Block"
"166.6","IWFA","41","1","2013-09-13","Member","Jean","Crowder","Jean Crowder"
"166.7","IWFA","41","1","2013-09-13","Member","Robert","Goguen","Robert Goguen"
"166.8","IWFA","41","1","2013-09-13","Member","Cathy","McLeod","Cathy McLeod"
"166.9","IWFA","41","1","2013-09-13","Member","Michelle","Rempel","Michelle Rempel"
"166.10","IWFA","41","1","2013-09-13","Member","Greg","Rickford","Greg Rickford"
"166.11","IWFA","41","1","2013-09-13","Member","Romeo","Saganash","Romeo Saganash"
"166.12","IWFA","41","1","2013-09-13","Member","Susan","Truppe","Susan Truppe"
"167.1","IWFA","41","2","2013-10-21","Chair","Stella","Ambler","Stella Ambler"
"167.2","IWFA","41","2","2013-10-21","Co-chair","Libby","Davies","Libby Davies"
"167.3","IWFA","41","2","2013-10-21","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"168.1","IWFA","41","2","2013-10-22","Chair","Stella","Ambler","Stella Ambler"
"168.2","IWFA","41","2","2013-10-22","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"169.1","IWFA","41","2","2013-10-23","Chair","Stella","Ambler","Stella Ambler"
"169.2","IWFA","41","2","2013-10-23","Co-chair","Jean","Crowder","Jean Crowder"
"169.3","IWFA","41","2","2013-10-23","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"169.4","IWFA","41","2","2013-10-23","Member","Niki","Ashton","Niki Ashton"
"169.5","IWFA","41","2","2013-10-23","Member","Kelly","Block","Kelly Block"
"169.6","IWFA","41","2","2013-10-23","Member","Lois","Brown","Lois Brown"
"169.7","IWFA","41","2","2013-10-23","Member","Bob","Dechert","Bob Dechert"
"169.8","IWFA","41","2","2013-10-23","Member","Irene","Mathyssen","Irene Mathyssen"
"169.9","IWFA","41","2","2013-10-23","Member","Cathy","McLeod","Cathy McLeod"
"169.10","IWFA","41","2","2013-10-23","Member","Romeo","Saganash","Romeo Saganash"
"169.11","IWFA","41","2","2013-10-23","Member","Mark","Strahl","Mark Strahl"
"169.12","IWFA","41","2","2013-10-23","Member","Susan","Truppe","Susan Truppe"
"170.1","IWFA","41","2","2014-03-07","Chair","Stella","Ambler","Stella Ambler"
"170.2","IWFA","41","2","2014-03-07","Co-chair","Jean","Crowder","Jean Crowder"
"170.3","IWFA","41","2","2014-03-07","Co-chair","Carolyn","Bennett","Carolyn Bennett"
"170.4","IWFA","41","2","2014-03-07","Member","Niki","Ashton","Niki Ashton"
"170.5","IWFA","41","2","2014-03-07","Member","Kelly","Block","Kelly Block"
"170.6","IWFA","41","2","2014-03-07","Member","Lois","Brown","Lois Brown"
"170.7","IWFA","41","2","2014-03-07","Member","Bob","Dechert","Bob Dechert"
"170.8","IWFA","41","2","2014-03-07","Member","Irene","Mathyssen","Irene Mathyssen"
"170.9","IWFA","41","2","2014-03-07","Member","Cathy","McLeod","Cathy McLeod"
"170.10","IWFA","41","2","2014-03-07","Member","Romeo","Saganash","Romeo Saganash"
"170.11","IWFA","41","2","2014-03-07","Member","Mark","Strahl","Mark Strahl"
"170.12","IWFA","41","2","2014-03-07","Member","Susan","Truppe","Susan Truppe"
"171","LIAI","38","1","2004-10-07","Member","Don","Boudria","Don Boudria"
"172.1","LIAI","38","1","2004-10-12","Member","Don","Boudria","Don Boudria"
"172.2","LIAI","38","1","2004-10-12","Member","Massimo","Pacetti","Massimo Pacetti"
"172.3","LIAI","38","1","2004-10-12","Member","Paul","Steckle","Paul Steckle"
"173.1","LIAI","38","1","2004-10-13","Member","Don","Boudria","Don Boudria"
"173.2","LIAI","38","1","2004-10-13","Member","Paul","DeVillers","Paul DeVillers"
"173.3","LIAI","38","1","2004-10-13","Member","Massimo","Pacetti","Massimo Pacetti"
"173.4","LIAI","38","1","2004-10-13","Member","Paul","Steckle","Paul Steckle"
"173.5","LIAI","38","1","2004-10-13","Member","Tom","Wappel","Tom Wappel"
"174.1","LIAI","38","1","2004-10-14","Member","Leon","Benoit","Leon Benoit"
"174.2","LIAI","38","1","2004-10-14","Member","Don","Boudria","Don Boudria"
"174.3","LIAI","38","1","2004-10-14","Member","Paul","DeVillers","Paul DeVillers"
"174.4","LIAI","38","1","2004-10-14","Member","Raymonde","Folco","Raymonde Folco"
"174.5","LIAI","38","1","2004-10-14","Member","Pat","O'Brien","Pat O'Brien"
"174.6","LIAI","38","1","2004-10-14","Member","Massimo","Pacetti","Massimo Pacetti"
"174.7","LIAI","38","1","2004-10-14","Member","Bernard","Patry","Bernard Patry"
"174.8","LIAI","38","1","2004-10-14","Member","Paul","Steckle","Paul Steckle"
"174.9","LIAI","38","1","2004-10-14","Member","Andrew","Telegdi","Andrew Telegdi"
"174.10","LIAI","38","1","2004-10-14","Member","Tom","Wappel","Tom Wappel"
"175.1","LIAI","38","1","2004-10-18","Member","Leon","Benoit","Leon Benoit"
"175.2","LIAI","38","1","2004-10-18","Member","Don","Boudria","Don Boudria"
"175.3","LIAI","38","1","2004-10-18","Member","Marlene","Catterall","Marlene Catterall"
"175.4","LIAI","38","1","2004-10-18","Member","Paul","DeVillers","Paul DeVillers"
"175.5","LIAI","38","1","2004-10-18","Member","Raymonde","Folco","Raymonde Folco"
"175.6","LIAI","38","1","2004-10-18","Member","Pat","O'Brien","Pat O'Brien"
"175.7","LIAI","38","1","2004-10-18","Member","Massimo","Pacetti","Massimo Pacetti"
"175.8","LIAI","38","1","2004-10-18","Member","Bernard","Patry","Bernard Patry"
"175.9","LIAI","38","1","2004-10-18","Member","Paul","Steckle","Paul Steckle"
"175.10","LIAI","38","1","2004-10-18","Member","Andrew","Telegdi","Andrew Telegdi"
"175.11","LIAI","38","1","2004-10-18","Member","Tom","Wappel","Tom Wappel"
"176.1","LIAI","38","1","2004-10-19","Member","Leon","Benoit","Leon Benoit"
"176.2","LIAI","38","1","2004-10-19","Member","Don","Boudria","Don Boudria"
"176.3","LIAI","38","1","2004-10-19","Member","Bonnie","Brown","Bonnie Brown"
"176.4","LIAI","38","1","2004-10-19","Member","Marlene","Catterall","Marlene Catterall"
"176.5","LIAI","38","1","2004-10-19","Member","Paul","DeVillers","Paul DeVillers"
"176.6","LIAI","38","1","2004-10-19","Member","Raymonde","Folco","Raymonde Folco"
"176.7","LIAI","38","1","2004-10-19","Member","Nancy","Karetak-Lindell","Nancy Karetak-Lindell"
"176.8","LIAI","38","1","2004-10-19","Member","Anita","Neville","Anita Neville"
"176.9","LIAI","38","1","2004-10-19","Member","Pat","O'Brien","Pat O'Brien"
"176.10","LIAI","38","1","2004-10-19","Member","Massimo","Pacetti","Massimo Pacetti"
"176.11","LIAI","38","1","2004-10-19","Member","Bernard","Patry","Bernard Patry"
"176.12","LIAI","38","1","2004-10-19","Member","Brent","St. Denis","Brent St. Denis"
"176.13","LIAI","38","1","2004-10-19","Member","Paul","Steckle","Paul Steckle"
"176.14","LIAI","38","1","2004-10-19","Member","Andrew","Telegdi","Andrew Telegdi"
"176.15","LIAI","38","1","2004-10-19","Member","Alan","Tonks","Alan Tonks"
"176.16","LIAI","38","1","2004-10-19","Member","Tom","Wappel","Tom Wappel"
"176.17","LIAI","38","1","2004-10-19","Member","John G.","Williams","John G. Williams"
"177.1","LIAI","38","1","2004-10-20","Member","Leon","Benoit","Leon Benoit"
"177.2","LIAI","38","1","2004-10-20","Member","Don","Boudria","Don Boudria"
"177.3","LIAI","38","1","2004-10-20","Member","Bonnie","Brown","Bonnie Brown"
"177.4","LIAI","38","1","2004-10-20","Member","Marlene","Catterall","Marlene Catterall"
"177.5","LIAI","38","1","2004-10-20","Member","Paul","DeVillers","Paul DeVillers"
"177.6","LIAI","38","1","2004-10-20","Member","Raymonde","Folco","Raymonde Folco"
"177.7","LIAI","38","1","2004-10-20","Member","Roger","Gallaway","Roger Gallaway"
"177.8","LIAI","38","1","2004-10-20","Member","Nancy","Karetak-Lindell","Nancy Karetak-Lindell"
"177.9","LIAI","38","1","2004-10-20","Member","Anita","Neville","Anita Neville"
"177.10","LIAI","38","1","2004-10-20","Member","Pat","O'Brien","Pat O'Brien"
"177.11","LIAI","38","1","2004-10-20","Member","Massimo","Pacetti","Massimo Pacetti"
"177.12","LIAI","38","1","2004-10-20","Member","Bernard","Patry","Bernard Patry"
"177.13","LIAI","38","1","2004-10-20","Member","Pablo","Rodriguez","Pablo Rodriguez"
"177.14","LIAI","38","1","2004-10-20","Member","Brent","St. Denis","Brent St. Denis"
"177.15","LIAI","38","1","2004-10-20","Member","Paul","Steckle","Paul Steckle"
"177.16","LIAI","38","1","2004-10-20","Member","Andrew","Telegdi","Andrew Telegdi"
"177.17","LIAI","38","1","2004-10-20","Member","Alan","Tonks","Alan Tonks"
"177.18","LIAI","38","1","2004-10-20","Member","Tom","Wappel","Tom Wappel"
"177.19","LIAI","38","1","2004-10-20","Member","John G.","Williams","John G. Williams"
"178.1","LIAI","38","1","2004-10-21","Member","Leon","Benoit","Leon Benoit"
"178.2","LIAI","38","1","2004-10-21","Member","Don","Boudria","Don Boudria"
"178.3","LIAI","38","1","2004-10-21","Member","Bonnie","Brown","Bonnie Brown"
"178.4","LIAI","38","1","2004-10-21","Member","Marlene","Catterall","Marlene Catterall"
"178.5","LIAI","38","1","2004-10-21","Member","David","Chatters","David Chatters"
"178.6","LIAI","38","1","2004-10-21","Member","Paul","DeVillers","Paul DeVillers"
"178.7","LIAI","38","1","2004-10-21","Member","Raymonde","Folco","Raymonde Folco"
"178.8","LIAI","38","1","2004-10-21","Member","Roger","Gallaway","Roger Gallaway"
"178.9","LIAI","38","1","2004-10-21","Member","Gurmant","Grewal","Gurmant Grewal"
"178.10","LIAI","38","1","2004-10-21","Member","Nancy","Karetak-Lindell","Nancy Karetak-Lindell"
"178.11","LIAI","38","1","2004-10-21","Member","Anita","Neville","Anita Neville"
"178.12","LIAI","38","1","2004-10-21","Member","Pat","O'Brien","Pat O'Brien"
"178.13","LIAI","38","1","2004-10-21","Member","Massimo","Pacetti","Massimo Pacetti"
"178.14","LIAI","38","1","2004-10-21","Member","Bernard","Patry","Bernard Patry"
"178.15","LIAI","38","1","2004-10-21","Member","Pablo","Rodriguez","Pablo Rodriguez"
"178.16","LIAI","38","1","2004-10-21","Member","Brent","St. Denis","Brent St. Denis"
"178.17","LIAI","38","1","2004-10-21","Member","Paul","Steckle","Paul Steckle"
"178.18","LIAI","38","1","2004-10-21","Member","Andrew","Telegdi","Andrew Telegdi"
"178.19","LIAI","38","1","2004-10-21","Member","Alan","Tonks","Alan Tonks"
"178.20","LIAI","38","1","2004-10-21","Member","Tom","Wappel","Tom Wappel"
"178.21","LIAI","38","1","2004-10-21","Member","John G.","Williams","John G. Williams"
"179.1","LIAI","38","1","2004-10-26","Chair","Bonnie","Brown","Bonnie Brown"
"179.2","LIAI","38","1","2004-10-26","Co-chair","Roger","Gallaway","Roger Gallaway"
"179.3","LIAI","38","1","2004-10-26","Member","Leon","Benoit","Leon Benoit"
"179.4","LIAI","38","1","2004-10-26","Member","Don","Boudria","Don Boudria"
"179.5","LIAI","38","1","2004-10-26","Member","Marlene","Catterall","Marlene Catterall"
"179.6","LIAI","38","1","2004-10-26","Member","David","Chatters","David Chatters"
"179.7","LIAI","38","1","2004-10-26","Member","Paul","DeVillers","Paul DeVillers"
"179.8","LIAI","38","1","2004-10-26","Member","Raymonde","Folco","Raymonde Folco"
"179.9","LIAI","38","1","2004-10-26","Member","Gurmant","Grewal","Gurmant Grewal"
"179.10","LIAI","38","1","2004-10-26","Member","Nancy","Karetak-Lindell","Nancy Karetak-Lindell"
"179.11","LIAI","38","1","2004-10-26","Member","Anita","Neville","Anita Neville"
"179.12","LIAI","38","1","2004-10-26","Member","Pat","O'Brien","Pat O'Brien"
"179.13","LIAI","38","1","2004-10-26","Member","Massimo","Pacetti","Massimo Pacetti"
"179.14","LIAI","38","1","2004-10-26","Member","Bernard","Patry","Bernard Patry"
"179.15","LIAI","38","1","2004-10-26","Member","Pablo","Rodriguez","Pablo Rodriguez"
"179.16","LIAI","38","1","2004-10-26","Member","Brent","St. Denis","Brent St. Denis"
"179.17","LIAI","38","1","2004-10-26","Member","Paul","Steckle","Paul Steckle"
"179.18","LIAI","38","1","2004-10-26","Member","Andrew","Telegdi","Andrew Telegdi"
"179.19","LIAI","38","1","2004-10-26","Member","Alan","Tonks","Alan Tonks"
"179.20","LIAI","38","1","2004-10-26","Member","Tom","Wappel","Tom Wappel"
"179.21","LIAI","38","1","2004-10-26","Member","John G.","Williams","John G. Williams"
"180.1","LIAI","38","1","2004-11-18","Chair","Bonnie","Brown","Bonnie Brown"
"180.2","LIAI","38","1","2004-11-18","Co-chair","Roger","Gallaway","Roger Gallaway"
"180.3","LIAI","38","1","2004-11-18","Member","Leon","Benoit","Leon Benoit"
"180.4","LIAI","38","1","2004-11-18","Member","Don","Boudria","Don Boudria"
"180.5","LIAI","38","1","2004-11-18","Member","Marlene","Catterall","Marlene Catterall"
"180.6","LIAI","38","1","2004-11-18","Member","David","Chatters","David Chatters"
"180.7","LIAI","38","1","2004-11-18","Member","Paul","DeVillers","Paul DeVillers"
"180.8","LIAI","38","1","2004-11-18","Member","Raymonde","Folco","Raymonde Folco"
"180.9","LIAI","38","1","2004-11-18","Member","Gurmant","Grewal","Gurmant Grewal"
"180.10","LIAI","38","1","2004-11-18","Member","Susan","Kadis","Susan Kadis"
"180.11","LIAI","38","1","2004-11-18","Member","Nancy","Karetak-Lindell","Nancy Karetak-Lindell"
"180.12","LIAI","38","1","2004-11-18","Member","Anita","Neville","Anita Neville"
"180.13","LIAI","38","1","2004-11-18","Member","Pat","O'Brien","Pat O'Brien"
"180.14","LIAI","38","1","2004-11-18","Member","Massimo","Pacetti","Massimo Pacetti"
"180.15","LIAI","38","1","2004-11-18","Member","Bernard","Patry","Bernard Patry"
"180.16","LIAI","38","1","2004-11-18","Member","Pablo","Rodriguez","Pablo Rodriguez"
"180.17","LIAI","38","1","2004-11-18","Member","Brent","St. Denis","Brent St. Denis"
"180.18","LIAI","38","1","2004-11-18","Member","Paul","Steckle","Paul Steckle"
"180.19","LIAI","38","1","2004-11-18","Member","Andrew","Telegdi","Andrew Telegdi"
"180.20","LIAI","38","1","2004-11-18","Member","Alan","Tonks","Alan Tonks"
"180.21","LIAI","38","1","2004-11-18","Member","Tom","Wappel","Tom Wappel"
"180.22","LIAI","38","1","2004-11-18","Member","John G.","Williams","John G. Williams"
"181.1","LIAI","38","1","2005-05-17","Chair","Bonnie","Brown","Bonnie Brown"
"181.2","LIAI","38","1","2005-05-17","Co-chair","Roger","Gallaway","Roger Gallaway"
"181.3","LIAI","38","1","2005-05-17","Member","Leon","Benoit","Leon Benoit"
"181.4","LIAI","38","1","2005-05-17","Member","Don","Boudria","Don Boudria"
"181.5","LIAI","38","1","2005-05-17","Member","Marlene","Catterall","Marlene Catterall"
"181.6","LIAI","38","1","2005-05-17","Member","David","Chatters","David Chatters"
"181.7","LIAI","38","1","2005-05-17","Member","Raymonde","Folco","Raymonde Folco"
"181.8","LIAI","38","1","2005-05-17","Member","Gurmant","Grewal","Gurmant Grewal"
"181.9","LIAI","38","1","2005-05-17","Member","Susan","Kadis","Susan Kadis"
"181.10","LIAI","38","1","2005-05-17","Member","Nancy","Karetak-Lindell","Nancy Karetak-Lindell"
"181.11","LIAI","38","1","2005-05-17","Member","Anita","Neville","Anita Neville"
"181.12","LIAI","38","1","2005-05-17","Member","Pat","O'Brien","Pat O'Brien"
"181.13","LIAI","38","1","2005-05-17","Member","Massimo","Pacetti","Massimo Pacetti"
"181.14","LIAI","38","1","2005-05-17","Member","Bernard","Patry","Bernard Patry"
"181.15","LIAI","38","1","2005-05-17","Member","Pablo","Rodriguez","Pablo Rodriguez"
"181.16","LIAI","38","1","2005-05-17","Member","Brent","St. Denis","Brent St. Denis"
"181.17","LIAI","38","1","2005-05-17","Member","Paul","Steckle","Paul Steckle"
"181.18","LIAI","38","1","2005-05-17","Member","Andrew","Telegdi","Andrew Telegdi"
"181.19","LIAI","38","1","2005-05-17","Member","Alan","Tonks","Alan Tonks"
"181.20","LIAI","38","1","2005-05-17","Member","Tom","Wappel","Tom Wappel"
"181.21","LIAI","38","1","2005-05-17","Member","John G.","Williams","John G. Williams"
"182.1","LIAI","38","1","2005-05-19","Chair","Bonnie","Brown","Bonnie Brown"
"182.2","LIAI","38","1","2005-05-19","Co-chair","Roger","Gallaway","Roger Gallaway"
"182.3","LIAI","38","1","2005-05-19","Member","Leon","Benoit","Leon Benoit"
"182.4","LIAI","38","1","2005-05-19","Member","Don","Boudria","Don Boudria"
"182.5","LIAI","38","1","2005-05-19","Member","Marlene","Catterall","Marlene Catterall"
"182.6","LIAI","38","1","2005-05-19","Member","David","Chatters","David Chatters"
"182.7","LIAI","38","1","2005-05-19","Member","Raymonde","Folco","Raymonde Folco"
"182.8","LIAI","38","1","2005-05-19","Member","Gurmant","Grewal","Gurmant Grewal"
"182.9","LIAI","38","1","2005-05-19","Member","Susan","Kadis","Susan Kadis"
"182.10","LIAI","38","1","2005-05-19","Member","Nancy","Karetak-Lindell","Nancy Karetak-Lindell"
"182.11","LIAI","38","1","2005-05-19","Member","John","Maloney","John Maloney"
"182.12","LIAI","38","1","2005-05-19","Member","Anita","Neville","Anita Neville"
"182.13","LIAI","38","1","2005-05-19","Member","Pat","O'Brien","Pat O'Brien"
"182.14","LIAI","38","1","2005-05-19","Member","Massimo","Pacetti","Massimo Pacetti"
"182.15","LIAI","38","1","2005-05-19","Member","Bernard","Patry","Bernard Patry"
"182.16","LIAI","38","1","2005-05-19","Member","Pablo","Rodriguez","Pablo Rodriguez"
"182.17","LIAI","38","1","2005-05-19","Member","Brent","St. Denis","Brent St. Denis"
"182.18","LIAI","38","1","2005-05-19","Member","Paul","Steckle","Paul Steckle"
"182.19","LIAI","38","1","2005-05-19","Member","Andrew","Telegdi","Andrew Telegdi"
"182.20","LIAI","38","1","2005-05-19","Member","Alan","Tonks","Alan Tonks"
"182.21","LIAI","38","1","2005-05-19","Member","Tom","Wappel","Tom Wappel"
"182.22","LIAI","38","1","2005-05-19","Member","John G.","Williams","John G. Williams"
"183.1","LIAI","38","1","2005-06-06","Chair","Bonnie","Brown","Bonnie Brown"
"183.2","LIAI","38","1","2005-06-06","Co-chair","Roger","Gallaway","Roger Gallaway"
"183.3","LIAI","38","1","2005-06-06","Member","Leon","Benoit","Leon Benoit"
"183.4","LIAI","38","1","2005-06-06","Member","Don","Boudria","Don Boudria"
"183.5","LIAI","38","1","2005-06-06","Member","Marlene","Catterall","Marlene Catterall"
"183.6","LIAI","38","1","2005-06-06","Member","David","Chatters","David Chatters"
"183.7","LIAI","38","1","2005-06-06","Member","Raymonde","Folco","Raymonde Folco"
"183.8","LIAI","38","1","2005-06-06","Member","Gurmant","Grewal","Gurmant Grewal"
"183.9","LIAI","38","1","2005-06-06","Member","Susan","Kadis","Susan Kadis"
"183.10","LIAI","38","1","2005-06-06","Member","Nancy","Karetak-Lindell","Nancy Karetak-Lindell"
"183.11","LIAI","38","1","2005-06-06","Member","John","Maloney","John Maloney"
"183.12","LIAI","38","1","2005-06-06","Member","Anita","Neville","Anita Neville"
"183.13","LIAI","38","1","2005-06-06","Member","Massimo","Pacetti","Massimo Pacetti"
"183.14","LIAI","38","1","2005-06-06","Member","Bernard","Patry","Bernard Patry"
"183.15","LIAI","38","1","2005-06-06","Member","Pablo","Rodriguez","Pablo Rodriguez"
"183.16","LIAI","38","1","2005-06-06","Member","Brent","St. Denis","Brent St. Denis"
"183.17","LIAI","38","1","2005-06-06","Member","Paul","Steckle","Paul Steckle"
"183.18","LIAI","38","1","2005-06-06","Member","Andrew","Telegdi","Andrew Telegdi"
"183.19","LIAI","38","1","2005-06-06","Member","Alan","Tonks","Alan Tonks"
"183.20","LIAI","38","1","2005-06-06","Member","Tom","Wappel","Tom Wappel"
"183.21","LIAI","38","1","2005-06-06","Member","John G.","Williams","John G. Williams"
"184.1","LIAI","38","1","2005-06-07","Chair","Bonnie","Brown","Bonnie Brown"
"184.2","LIAI","38","1","2005-06-07","Co-chair","Roger","Gallaway","Roger Gallaway"
"184.3","LIAI","38","1","2005-06-07","Member","Leon","Benoit","Leon Benoit"
"184.4","LIAI","38","1","2005-06-07","Member","Don","Boudria","Don Boudria"
"184.5","LIAI","38","1","2005-06-07","Member","John","Cannis","John Cannis"
"184.6","LIAI","38","1","2005-06-07","Member","Marlene","Catterall","Marlene Catterall"
"184.7","LIAI","38","1","2005-06-07","Member","David","Chatters","David Chatters"
"184.8","LIAI","38","1","2005-06-07","Member","Raymonde","Folco","Raymonde Folco"
"184.9","LIAI","38","1","2005-06-07","Member","Gurmant","Grewal","Gurmant Grewal"
"184.10","LIAI","38","1","2005-06-07","Member","Susan","Kadis","Susan Kadis"
"184.11","LIAI","38","1","2005-06-07","Member","Nancy","Karetak-Lindell","Nancy Karetak-Lindell"
"184.12","LIAI","38","1","2005-06-07","Member","John","Maloney","John Maloney"
"184.13","LIAI","38","1","2005-06-07","Member","Anita","Neville","Anita Neville"
"184.14","LIAI","38","1","2005-06-07","Member","Massimo","Pacetti","Massimo Pacetti"
"184.15","LIAI","38","1","2005-06-07","Member","Bernard","Patry","Bernard Patry"
"184.16","LIAI","38","1","2005-06-07","Member","Pablo","Rodriguez","Pablo Rodriguez"
"184.17","LIAI","38","1","2005-06-07","Member","Brent","St. Denis","Brent St. Denis"
"184.18","LIAI","38","1","2005-06-07","Member","Paul","Steckle","Paul Steckle"
"184.19","LIAI","38","1","2005-06-07","Member","Andrew","Telegdi","Andrew Telegdi"
"184.20","LIAI","38","1","2005-06-07","Member","Alan","Tonks","Alan Tonks"
"184.21","LIAI","38","1","2005-06-07","Member","Tom","Wappel","Tom Wappel"
"184.22","LIAI","38","1","2005-06-07","Member","John G.","Williams","John G. Williams"
"185.1","LIAI","38","1","2005-06-15","Chair","Bonnie","Brown","Bonnie Brown"
"185.2","LIAI","38","1","2005-06-15","Co-chair","Roger","Gallaway","Roger Gallaway"
"185.3","LIAI","38","1","2005-06-15","Member","Rob","Anders","Rob Anders"
"185.4","LIAI","38","1","2005-06-15","Member","Leon","Benoit","Leon Benoit"
"185.5","LIAI","38","1","2005-06-15","Member","Don","Boudria","Don Boudria"
"185.6","LIAI","38","1","2005-06-15","Member","John","Cannis","John Cannis"
"185.7","LIAI","38","1","2005-06-15","Member","Marlene","Catterall","Marlene Catterall"
"185.8","LIAI","38","1","2005-06-15","Member","David","Chatters","David Chatters"
"185.9","LIAI","38","1","2005-06-15","Member","Raymonde","Folco","Raymonde Folco"
"185.10","LIAI","38","1","2005-06-15","Member","Susan","Kadis","Susan Kadis"
"185.11","LIAI","38","1","2005-06-15","Member","Nancy","Karetak-Lindell","Nancy Karetak-Lindell"
"185.12","LIAI","38","1","2005-06-15","Member","John","Maloney","John Maloney"
"185.13","LIAI","38","1","2005-06-15","Member","Anita","Neville","Anita Neville"
"185.14","LIAI","38","1","2005-06-15","Member","Massimo","Pacetti","Massimo Pacetti"
"185.15","LIAI","38","1","2005-06-15","Member","Bernard","Patry","Bernard Patry"
"185.16","LIAI","38","1","2005-06-15","Member","Pablo","Rodriguez","Pablo Rodriguez"
"185.17","LIAI","38","1","2005-06-15","Member","Brent","St. Denis","Brent St. Denis"
"185.18","LIAI","38","1","2005-06-15","Member","Paul","Steckle","Paul Steckle"
"185.19","LIAI","38","1","2005-06-15","Member","Andrew","Telegdi","Andrew Telegdi"
"185.20","LIAI","38","1","2005-06-15","Member","Alan","Tonks","Alan Tonks"
"185.21","LIAI","38","1","2005-06-15","Member","Tom","Wappel","Tom Wappel"
"185.22","LIAI","38","1","2005-06-15","Member","John G.","Williams","John G. Williams"
"186.1","LIAI","38","1","2005-10-07","Member","Don","Boudria","Don Boudria"
"186.2","LIAI","38","1","2005-10-07","Member","Massimo","Pacetti","Massimo Pacetti"
"187.1","LIAI","38","1","2005-10-17","Member","Leon","Benoit","Leon Benoit"
"187.2","LIAI","38","1","2005-10-17","Member","Don","Boudria","Don Boudria"
