"","committee_acronym","parliament_number","session_number","date_change","position","first_name","last_name","full_name"
"138.14","REGS","39","2","2007-11-01","Member","Rahim","Jaffer","Rahim Jaffer"
"138.15","REGS","39","2","2007-11-01","Member","Denis","Lebel","Denis Lebel"
"138.16","REGS","39","2","2007-11-01","Member","Derek","Lee","Derek Lee"
"138.17","REGS","39","2","2007-11-01","Member","Rick","Norlock","Rick Norlock"
"138.18","REGS","39","2","2007-11-01","Member","Pierre","Poilievre","Pierre Poilievre"
"138.19","REGS","39","2","2007-11-01","Member","Paul","Szabo","Paul Szabo"
"138.20","REGS","39","2","2007-11-01","Member","Tom","Wappel","Tom Wappel"
"139.110","REGS","39","2","2007-11-14","Member","Lise","Bacon","Lise Bacon"
"139.21","REGS","39","2","2007-11-14","Member","Michel","Biron","Michel Biron"
"139.31","REGS","39","2","2007-11-14","Member","John G.","Bryden","John G. Bryden"
"139.41","REGS","39","2","2007-11-14","Member","J. Trevor","Eyton","J. Trevor Eyton"
"139.51","REGS","39","2","2007-11-14","Member","Mac","Harb","Mac Harb"
"139.61","REGS","39","2","2007-11-14","Member","Wilfred P.","Moore","Wilfred P. Moore"
"139.71","REGS","39","2","2007-11-14","Member","Pierre Claude","Nolin","Pierre Claude Nolin"
"139.81","REGS","39","2","2007-11-14","Member","Gerry","St. Germain","Gerry St. Germain"
"139.91","REGS","39","2","2007-11-14","Member","Sue","Barnes","Sue Barnes"
"139.101","REGS","39","2","2007-11-14","Member","David","Christopherson","David Christopherson"
"139.111","REGS","39","2","2007-11-14","Member","Ken","Epp","Ken Epp"
"139.121","REGS","39","2","2007-11-14","Member","Carole","Freeman","Carole Freeman"
"139.131","REGS","39","2","2007-11-14","Member","Monique","Guay","Monique Guay"
"139.14","REGS","39","2","2007-11-14","Member","Rahim","Jaffer","Rahim Jaffer"
"139.15","REGS","39","2","2007-11-14","Member","Denis","Lebel","Denis Lebel"
"139.16","REGS","39","2","2007-11-14","Member","Derek","Lee","Derek Lee"
"139.17","REGS","39","2","2007-11-14","Member","Rick","Norlock","Rick Norlock"
"139.18","REGS","39","2","2007-11-14","Member","Pierre","Poilievre","Pierre Poilievre"
"139.19","REGS","39","2","2007-11-14","Member","Paul","Szabo","Paul Szabo"
"139.20","REGS","39","2","2007-11-14","Member","Tom","Wappel","Tom Wappel"
"140.110","REGS","39","2","2007-11-15","Joint Chair","J. Trevor","Eyton","J. Trevor Eyton"
"140.21","REGS","39","2","2007-11-15","Joint Chair","Derek","Lee","Derek Lee"
"140.31","REGS","39","2","2007-11-15","Co-chair","Ken","Epp","Ken Epp"
"140.41","REGS","39","2","2007-11-15","Co-chair","David","Christopherson","David Christopherson"
"140.51","REGS","39","2","2007-11-15","Member","Lise","Bacon","Lise Bacon"
"140.61","REGS","39","2","2007-11-15","Member","Michel","Biron","Michel Biron"
"140.71","REGS","39","2","2007-11-15","Member","John G.","Bryden","John G. Bryden"
"140.81","REGS","39","2","2007-11-15","Member","Mac","Harb","Mac Harb"
"140.91","REGS","39","2","2007-11-15","Member","Wilfred P.","Moore","Wilfred P. Moore"
"140.101","REGS","39","2","2007-11-15","Member","Pierre Claude","Nolin","Pierre Claude Nolin"
"140.111","REGS","39","2","2007-11-15","Member","Gerry","St. Germain","Gerry St. Germain"
"140.121","REGS","39","2","2007-11-15","Member","Sue","Barnes","Sue Barnes"
"140.131","REGS","39","2","2007-11-15","Member","Carole","Freeman","Carole Freeman"
"140.14","REGS","39","2","2007-11-15","Member","Monique","Guay","Monique Guay"
"140.15","REGS","39","2","2007-11-15","Member","Rahim","Jaffer","Rahim Jaffer"
"140.16","REGS","39","2","2007-11-15","Member","Denis","Lebel","Denis Lebel"
"140.17","REGS","39","2","2007-11-15","Member","Rick","Norlock","Rick Norlock"
"140.18","REGS","39","2","2007-11-15","Member","Pierre","Poilievre","Pierre Poilievre"
"140.19","REGS","39","2","2007-11-15","Member","Paul","Szabo","Paul Szabo"
"140.20","REGS","39","2","2007-11-15","Member","Tom","Wappel","Tom Wappel"
"141.110","REGS","39","2","2008-04-04","Joint Chair","J. Trevor","Eyton","J. Trevor Eyton"
"141.21","REGS","39","2","2008-04-04","Joint Chair","Derek","Lee","Derek Lee"
"141.31","REGS","39","2","2008-04-04","Co-chair","Ken","Epp","Ken Epp"
"141.41","REGS","39","2","2008-04-04","Co-chair","David","Christopherson","David Christopherson"
"141.51","REGS","39","2","2008-04-04","Member","Lise","Bacon","Lise Bacon"
"141.61","REGS","39","2","2008-04-04","Member","Michel","Biron","Michel Biron"
"141.71","REGS","39","2","2008-04-04","Member","John G.","Bryden","John G. Bryden"
"141.81","REGS","39","2","2008-04-04","Member","Mac","Harb","Mac Harb"
"141.91","REGS","39","2","2008-04-04","Member","Wilfred P.","Moore","Wilfred P. Moore"
"141.101","REGS","39","2","2008-04-04","Member","Pierre Claude","Nolin","Pierre Claude Nolin"
"141.111","REGS","39","2","2008-04-04","Member","Gerry","St. Germain","Gerry St. Germain"
"141.121","REGS","39","2","2008-04-04","Member","Sue","Barnes","Sue Barnes"
"141.131","REGS","39","2","2008-04-04","Member","Carole","Freeman","Carole Freeman"
"141.141","REGS","39","2","2008-04-04","Member","Monique","Guay","Monique Guay"
"141.15","REGS","39","2","2008-04-04","Member","Luc","Harvey","Luc Harvey"
"141.16","REGS","39","2","2008-04-04","Member","Rahim","Jaffer","Rahim Jaffer"
"141.17","REGS","39","2","2008-04-04","Member","Rick","Norlock","Rick Norlock"
"141.18","REGS","39","2","2008-04-04","Member","Pierre","Poilievre","Pierre Poilievre"
"141.19","REGS","39","2","2008-04-04","Member","Paul","Szabo","Paul Szabo"
"141.20","REGS","39","2","2008-04-04","Member","Tom","Wappel","Tom Wappel"
"142.110","REGS","39","2","2008-09-07","Joint Chair","J. Trevor","Eyton","J. Trevor Eyton"
"142.21","REGS","39","2","2008-09-07","Joint Chair","Derek","Lee","Derek Lee"
"142.31","REGS","39","2","2008-09-07","Co-chair","Ken","Epp","Ken Epp"
"142.41","REGS","39","2","2008-09-07","Co-chair","David","Christopherson","David Christopherson"
"142.51","REGS","39","2","2008-09-07","Member","Lise","Bacon","Lise Bacon"
"142.61","REGS","39","2","2008-09-07","Member","Michel","Biron","Michel Biron"
"142.71","REGS","39","2","2008-09-07","Member","John G.","Bryden","John G. Bryden"
"142.81","REGS","39","2","2008-09-07","Member","Mac","Harb","Mac Harb"
"142.91","REGS","39","2","2008-09-07","Member","Wilfred P.","Moore","Wilfred P. Moore"
"142.101","REGS","39","2","2008-09-07","Member","Pierre Claude","Nolin","Pierre Claude Nolin"
"142.111","REGS","39","2","2008-09-07","Member","Gerry","St. Germain","Gerry St. Germain"
"142.121","REGS","39","2","2008-09-07","Member","Sue","Barnes","Sue Barnes"
"142.131","REGS","39","2","2008-09-07","Member","Carole","Freeman","Carole Freeman"
"142.141","REGS","39","2","2008-09-07","Member","Monique","Guay","Monique Guay"
"142.151","REGS","39","2","2008-09-07","Member","Luc","Harvey","Luc Harvey"
"142.16","REGS","39","2","2008-09-07","Member","Rahim","Jaffer","Rahim Jaffer"
"142.17","REGS","39","2","2008-09-07","Member","Rick","Norlock","Rick Norlock"
"142.18","REGS","39","2","2008-09-07","Member","Pierre","Poilievre","Pierre Poilievre"
"142.19","REGS","39","2","2008-09-07","Member","Paul","Szabo","Paul Szabo"
"142.20","REGS","39","2","2008-09-07","Member","Tom","Wappel","Tom Wappel"
"143.15","REGS","40","2","2009-01-27","Member","Gérard","Asselin","Gérard Asselin"
"143.21","REGS","40","2","2009-01-27","Member","Earl","Dreeshen","Earl Dreeshen"
"143.31","REGS","40","2","2009-01-27","Member","Christiane","Gagnon","Christiane Gagnon"
"143.41","REGS","40","2","2009-01-27","Member","Royal","Galipeau","Royal Galipeau"
"143.51","REGS","40","2","2009-01-27","Member","Randy","Hoback","Randy Hoback"
"143.61","REGS","40","2","2009-01-27","Member","Andrew","Kania","Andrew Kania"
"143.71","REGS","40","2","2009-01-27","Member","Derek","Lee","Derek Lee"
"143.81","REGS","40","2","2009-01-27","Member","Brian","Masse","Brian Masse"
"143.91","REGS","40","2","2009-01-27","Member","Andrew","Saxton","Andrew Saxton"
"143.101","REGS","40","2","2009-01-27","Member","Paul","Szabo","Paul Szabo"
"143.111","REGS","40","2","2009-01-27","Member","Stephen","Woodworth","Stephen Woodworth"
"143.121","REGS","40","2","2009-01-27","Member","Terence","Young","Terence Young"
"144.110","REGS","40","2","2009-02-10","Member","John G.","Bryden","John G. Bryden"
"144.21","REGS","40","2","2009-02-10","Member","Joan","Cook","Joan Cook"
"144.31","REGS","40","2","2009-02-10","Member","Fred","Dickson","Fred Dickson"
"144.41","REGS","40","2","2009-02-10","Member","J. Trevor","Eyton","J. Trevor Eyton"
"144.51","REGS","40","2","2009-02-10","Member","Céline","Hervieux-Payette","Céline Hervieux-Payette"
"144.61","REGS","40","2","2009-02-10","Member","Wilfred P.","Moore","Wilfred P. Moore"
"144.71","REGS","40","2","2009-02-10","Member","John D.","Wallace","John D. Wallace"
"144.81","REGS","40","2","2009-02-10","Member","Gérard","Asselin","Gérard Asselin"
"144.91","REGS","40","2","2009-02-10","Member","Earl","Dreeshen","Earl Dreeshen"
"144.101","REGS","40","2","2009-02-10","Member","Christiane","Gagnon","Christiane Gagnon"
"144.111","REGS","40","2","2009-02-10","Member","Royal","Galipeau","Royal Galipeau"
"144.121","REGS","40","2","2009-02-10","Member","Randy","Hoback","Randy Hoback"
"144.131","REGS","40","2","2009-02-10","Member","Andrew","Kania","Andrew Kania"
"144.141","REGS","40","2","2009-02-10","Member","Derek","Lee","Derek Lee"
"144.15","REGS","40","2","2009-02-10","Member","Brian","Masse","Brian Masse"
"144.16","REGS","40","2","2009-02-10","Member","Andrew","Saxton","Andrew Saxton"
"144.17","REGS","40","2","2009-02-10","Member","Paul","Szabo","Paul Szabo"
"144.18","REGS","40","2","2009-02-10","Member","Stephen","Woodworth","Stephen Woodworth"
"144.19","REGS","40","2","2009-02-10","Member","Terence","Young","Terence Young"
"145.110","REGS","40","2","2009-02-24","Member","John G.","Bryden","John G. Bryden"
"145.21","REGS","40","2","2009-02-24","Member","Jane","Cordy","Jane Cordy"
"145.31","REGS","40","2","2009-02-24","Member","Fred","Dickson","Fred Dickson"
"145.41","REGS","40","2","2009-02-24","Member","J. Trevor","Eyton","J. Trevor Eyton"
"145.51","REGS","40","2","2009-02-24","Member","Céline","Hervieux-Payette","Céline Hervieux-Payette"
"145.61","REGS","40","2","2009-02-24","Member","Wilfred P.","Moore","Wilfred P. Moore"
"145.71","REGS","40","2","2009-02-24","Member","John D.","Wallace","John D. Wallace"
"145.81","REGS","40","2","2009-02-24","Member","Gérard","Asselin","Gérard Asselin"
"145.91","REGS","40","2","2009-02-24","Member","Earl","Dreeshen","Earl Dreeshen"
"145.101","REGS","40","2","2009-02-24","Member","Christiane","Gagnon","Christiane Gagnon"
"145.111","REGS","40","2","2009-02-24","Member","Royal","Galipeau","Royal Galipeau"
"145.121","REGS","40","2","2009-02-24","Member","Randy","Hoback","Randy Hoback"
"145.131","REGS","40","2","2009-02-24","Member","Andrew","Kania","Andrew Kania"
"145.141","REGS","40","2","2009-02-24","Member","Derek","Lee","Derek Lee"
"145.15","REGS","40","2","2009-02-24","Member","Brian","Masse","Brian Masse"
"145.16","REGS","40","2","2009-02-24","Member","Andrew","Saxton","Andrew Saxton"
"145.17","REGS","40","2","2009-02-24","Member","Paul","Szabo","Paul Szabo"
"145.18","REGS","40","2","2009-02-24","Member","Stephen","Woodworth","Stephen Woodworth"
"145.19","REGS","40","2","2009-02-24","Member","Terence","Young","Terence Young"
"146.110","REGS","40","2","2009-02-26","Joint Chair","J. Trevor","Eyton","J. Trevor Eyton"
"146.21","REGS","40","2","2009-02-26","Joint Chair","Andrew","Kania","Andrew Kania"
"146.31","REGS","40","2","2009-02-26","Co-chair","Royal","Galipeau","Royal Galipeau"
"146.41","REGS","40","2","2009-02-26","Co-chair","Brian","Masse","Brian Masse"
"146.51","REGS","40","2","2009-02-26","Member","John G.","Bryden","John G. Bryden"
"146.61","REGS","40","2","2009-02-26","Member","Jane","Cordy","Jane Cordy"
"146.71","REGS","40","2","2009-02-26","Member","Fred","Dickson","Fred Dickson"
"146.81","REGS","40","2","2009-02-26","Member","Céline","Hervieux-Payette","Céline Hervieux-Payette"
"146.91","REGS","40","2","2009-02-26","Member","Wilfred P.","Moore","Wilfred P. Moore"
"146.101","REGS","40","2","2009-02-26","Member","John D.","Wallace","John D. Wallace"
"146.111","REGS","40","2","2009-02-26","Member","Gérard","Asselin","Gérard Asselin"
"146.121","REGS","40","2","2009-02-26","Member","Earl","Dreeshen","Earl Dreeshen"
"146.131","REGS","40","2","2009-02-26","Member","Christiane","Gagnon","Christiane Gagnon"
"146.141","REGS","40","2","2009-02-26","Member","Randy","Hoback","Randy Hoback"
"146.15","REGS","40","2","2009-02-26","Member","Derek","Lee","Derek Lee"
"146.16","REGS","40","2","2009-02-26","Member","Andrew","Saxton","Andrew Saxton"
"146.17","REGS","40","2","2009-02-26","Member","Paul","Szabo","Paul Szabo"
"146.18","REGS","40","2","2009-02-26","Member","Stephen","Woodworth","Stephen Woodworth"
"146.19","REGS","40","2","2009-02-26","Member","Terence","Young","Terence Young"
"147.110","REGS","40","2","2009-03-03","Joint Chair","J. Trevor","Eyton","J. Trevor Eyton"
"147.21","REGS","40","2","2009-03-03","Joint Chair","Andrew","Kania","Andrew Kania"
"147.31","REGS","40","2","2009-03-03","Co-chair","Royal","Galipeau","Royal Galipeau"
"147.41","REGS","40","2","2009-03-03","Co-chair","Brian","Masse","Brian Masse"
"147.51","REGS","40","2","2009-03-03","Member","George","Baker","George Baker"
"147.61","REGS","40","2","2009-03-03","Member","John G.","Bryden","John G. Bryden"
"147.71","REGS","40","2","2009-03-03","Member","Fred","Dickson","Fred Dickson"
"147.81","REGS","40","2","2009-03-03","Member","Céline","Hervieux-Payette","Céline Hervieux-Payette"
"147.91","REGS","40","2","2009-03-03","Member","Wilfred P.","Moore","Wilfred P. Moore"
"147.101","REGS","40","2","2009-03-03","Member","John D.","Wallace","John D. Wallace"
"147.111","REGS","40","2","2009-03-03","Member","Gérard","Asselin","Gérard Asselin"
"147.121","REGS","40","2","2009-03-03","Member","Earl","Dreeshen","Earl Dreeshen"
"147.131","REGS","40","2","2009-03-03","Member","Christiane","Gagnon","Christiane Gagnon"
"147.141","REGS","40","2","2009-03-03","Member","Randy","Hoback","Randy Hoback"
"147.15","REGS","40","2","2009-03-03","Member","Derek","Lee","Derek Lee"
"147.16","REGS","40","2","2009-03-03","Member","Andrew","Saxton","Andrew Saxton"
"147.17","REGS","40","2","2009-03-03","Member","Paul","Szabo","Paul Szabo"
"147.18","REGS","40","2","2009-03-03","Member","Stephen","Woodworth","Stephen Woodworth"
"147.19","REGS","40","2","2009-03-03","Member","Terence","Young","Terence Young"
"148.110","REGS","40","2","2009-03-06","Joint Chair","J. Trevor","Eyton","J. Trevor Eyton"
"148.21","REGS","40","2","2009-03-06","Joint Chair","Andrew","Kania","Andrew Kania"
"148.31","REGS","40","2","2009-03-06","Co-chair","Royal","Galipeau","Royal Galipeau"
"148.41","REGS","40","2","2009-03-06","Co-chair","Brian","Masse","Brian Masse"
"148.51","REGS","40","2","2009-03-06","Member","George","Baker","George Baker"
"148.61","REGS","40","2","2009-03-06","Member","John G.","Bryden","John G. Bryden"
"148.71","REGS","40","2","2009-03-06","Member","Fred","Dickson","Fred Dickson"
"148.81","REGS","40","2","2009-03-06","Member","Céline","Hervieux-Payette","Céline Hervieux-Payette"
"148.91","REGS","40","2","2009-03-06","Member","Wilfred P.","Moore","Wilfred P. Moore"
"148.101","REGS","40","2","2009-03-06","Member","John D.","Wallace","John D. Wallace"
"148.111","REGS","40","2","2009-03-06","Member","Gérard","Asselin","Gérard Asselin"
"148.12","REGS","40","2","2009-03-06","Member","Dona","Cadman","Dona Cadman"
"148.13","REGS","40","2","2009-03-06","Member","Earl","Dreeshen","Earl Dreeshen"
"148.14","REGS","40","2","2009-03-06","Member","Christiane","Gagnon","Christiane Gagnon"
"148.15","REGS","40","2","2009-03-06","Member","Randy","Hoback","Randy Hoback"
"148.16","REGS","40","2","2009-03-06","Member","Derek","Lee","Derek Lee"
"148.17","REGS","40","2","2009-03-06","Member","Andrew","Saxton","Andrew Saxton"
"148.18","REGS","40","2","2009-03-06","Member","Paul","Szabo","Paul Szabo"
"148.19","REGS","40","2","2009-03-06","Member","Terence","Young","Terence Young"
"149.110","REGS","40","2","2009-08-29","Joint Chair","Andrew","Kania","Andrew Kania"
"149.21","REGS","40","2","2009-08-29","Co-chair","Royal","Galipeau","Royal Galipeau"
"149.31","REGS","40","2","2009-08-29","Co-chair","Brian","Masse","Brian Masse"
"149.41","REGS","40","2","2009-08-29","Member","George","Baker","George Baker"
"149.51","REGS","40","2","2009-08-29","Member","John G.","Bryden","John G. Bryden"
"149.61","REGS","40","2","2009-08-29","Member","Fred","Dickson","Fred Dickson"
"149.71","REGS","40","2","2009-08-29","Member","J. Trevor","Eyton","J. Trevor Eyton"
"149.81","REGS","40","2","2009-08-29","Member","Céline","Hervieux-Payette","Céline Hervieux-Payette"
"149.91","REGS","40","2","2009-08-29","Member","Wilfred P.","Moore","Wilfred P. Moore"
"149.101","REGS","40","2","2009-08-29","Member","John D.","Wallace","John D. Wallace"
"149.111","REGS","40","2","2009-08-29","Member","Gérard","Asselin","Gérard Asselin"
"149.121","REGS","40","2","2009-08-29","Member","Dona","Cadman","Dona Cadman"
"149.13","REGS","40","2","2009-08-29","Member","Earl","Dreeshen","Earl Dreeshen"
"149.14","REGS","40","2","2009-08-29","Member","Christiane","Gagnon","Christiane Gagnon"
"149.15","REGS","40","2","2009-08-29","Member","Randy","Hoback","Randy Hoback"
"149.16","REGS","40","2","2009-08-29","Member","Derek","Lee","Derek Lee"
"149.17","REGS","40","2","2009-08-29","Member","Andrew","Saxton","Andrew Saxton"
"149.18","REGS","40","2","2009-08-29","Member","Paul","Szabo","Paul Szabo"
"149.19","REGS","40","2","2009-08-29","Member","Terence","Young","Terence Young"
"150.19","REGS","40","2","2009-09-28","Member","George","Baker","George Baker"
"150.21","REGS","40","2","2009-09-28","Member","John G.","Bryden","John G. Bryden"
"150.31","REGS","40","2","2009-09-28","Member","Fred","Dickson","Fred Dickson"
"150.41","REGS","40","2","2009-09-28","Member","Céline","Hervieux-Payette","Céline Hervieux-Payette"
"150.51","REGS","40","2","2009-09-28","Member","Wilfred P.","Moore","Wilfred P. Moore"
"150.61","REGS","40","2","2009-09-28","Member","John D.","Wallace","John D. Wallace"
"150.71","REGS","40","2","2009-09-28","Member","Gérard","Asselin","Gérard Asselin"
"150.81","REGS","40","2","2009-09-28","Member","Dona","Cadman","Dona Cadman"
"150.91","REGS","40","2","2009-09-28","Member","Earl","Dreeshen","Earl Dreeshen"
"150.101","REGS","40","2","2009-09-28","Member","Christiane","Gagnon","Christiane Gagnon"
