"","committee_acronym","parliament_number","session_number","date_change"
"668","FEWO","42","1","January 29, 2018"
"669","FEWO","42","1","October 3, 2017"
"670","FEWO","42","1","September 19, 2017"
"671","FEWO","42","1","September 18, 2017"
"672","FEWO","42","1","September 19, 2016"
"673","FEWO","42","1","February 4, 2016"
"674","FEWO","42","1","January 29, 2016"
"675","FINA","38","1","November 29, 2005"
"676","FINA","38","1","October 24, 2005"
"677","FINA","38","1","October 21, 2005"
"678","FINA","38","1","October 12, 2004"
"679","FINA","38","1","October 7, 2004"
"680","FINA","39","1","September 14, 2007"
"681","FINA","39","1","April 17, 2007"
"682","FINA","39","1","April 16, 2007"
"683","FINA","39","1","January 30, 2007"
"684","FINA","39","1","October 18, 2006"
"685","FINA","39","1","September 25, 2006"
"686","FINA","39","1","September 21, 2006"
"687","FINA","39","1","May 30, 2006"
"688","FINA","39","1","May 1, 2006"
"689","FINA","39","1","April 26, 2006"
"690","FINA","39","2","September 7, 2008"
"691","FINA","39","2","January 30, 2008"
"692","FINA","39","2","November 13, 2007"
"693","FINA","39","2","October 31, 2007"
"694","FINA","40","2","December 30, 2009"
"695","FINA","40","2","November 25, 2009"
"696","FINA","40","2","October 1, 2009"
"697","FINA","40","2","September 30, 2009"
"698","FINA","40","2","February 3, 2009"
"699","FINA","40","2","January 27, 2009"
"700","FINA","40","3","March 26, 2011"
"701","FINA","40","3","February 3, 2011"
"702","FINA","40","3","October 4, 2010"
"703","FINA","40","3","October 3, 2010"
"704","FINA","40","3","March 9, 2010"
"705","FINA","40","3","March 4, 2010"
"706","FINA","41","1","September 13, 2013"
"707","FINA","41","1","January 28, 2013"
"708","FINA","41","1","September 24, 2012"
"709","FINA","41","1","September 20, 2012"
"710","FINA","41","1","April 24, 2012"
"711","FINA","41","1","April 23, 2012"
"712","FINA","41","1","February 7, 2012"
"713","FINA","41","1","November 2, 2011"
"714","FINA","41","1","June 15, 2011"
"715","FINA","41","1","June 13, 2011"
"716","FINA","41","2","August 2, 2015"
"717","FINA","41","2","February 17, 2015"
"718","FINA","41","2","January 29, 2015"
"719","FINA","41","2","March 25, 2014"
"720","FINA","41","2","March 24, 2014"
"721","FINA","41","2","February 6, 2014"
"722","FINA","41","2","January 30, 2014"
"723","FINA","41","2","January 27, 2014"
"724","FINA","41","2","October 24, 2013"
"725","FINA","41","2","October 22, 2013"
"726","FINA","42","1","September 11, 2019"
"727","FINA","42","1","May 9, 2019"
"728","FINA","42","1","April 29, 2019"
"729","FINA","42","1","April 11, 2019"
"730","FINA","42","1","September 19, 2018"
"731","FINA","42","1","September 18, 2018"
"732","FINA","42","1","September 12, 2018"
"733","FINA","42","1","September 11, 2018"
"734","FINA","42","1","February 12, 2018"
"735","FINA","42","1","January 29, 2018"
"736","FINA","42","1","September 19, 2017"
"737","FINA","42","1","September 18, 2017"
"738","FINA","42","1","February 22, 2017"
"739","FINA","42","1","February 16, 2017"
"740","FINA","42","1","January 31, 2017"
"741","FINA","42","1","October 17, 2016"
"742","FINA","42","1","February 4, 2016"
"743","FINA","42","1","January 29, 2016"
"744","FOPO","38","1","November 29, 2005"
"745","FOPO","38","1","October 19, 2005"
"746","FOPO","38","1","October 7, 2005"
"747","FOPO","38","1","November 29, 2004"
"748","FOPO","38","1","November 1, 2004"
"749","FOPO","38","1","October 13, 2004"
"750","FOPO","38","1","October 7, 2004"
"751","FOPO","39","1","September 14, 2007"
"752","FOPO","39","1","February 16, 2007"
"753","FOPO","39","1","January 30, 2007"
"754","FOPO","39","1","September 26, 2006"
"755","FOPO","39","1","September 21, 2006"
"756","FOPO","39","1","May 9, 2006"
"757","FOPO","39","1","April 26, 2006"
"758","FOPO","39","2","September 7, 2008"
"759","FOPO","39","2","November 14, 2007"
"760","FOPO","39","2","October 31, 2007"
"761","FOPO","40","2","December 30, 2009"
"762","FOPO","40","2","December 2, 2009"
"763","FOPO","40","2","October 1, 2009"
"764","FOPO","40","2","September 28, 2009"
"765","FOPO","40","2","February 3, 2009"
"766","FOPO","40","2","January 27, 2009"
"767","FOPO","40","3","March 26, 2011"
"768","FOPO","40","3","February 3, 2011"
"769","FOPO","40","3","October 5, 2010"
"770","FOPO","40","3","September 27, 2010"
"771","FOPO","40","3","March 8, 2010"
"772","FOPO","40","3","March 4, 2010"
"773","FOPO","41","1","September 13, 2013"
"774","FOPO","41","1","September 27, 2012"
"775","FOPO","41","1","September 20, 2012"
"776","FOPO","41","1","April 30, 2012"
"777","FOPO","41","1","April 27, 2012"
"778","FOPO","41","1","April 23, 2012"
"779","FOPO","41","1","June 21, 2011"
"780","FOPO","41","1","June 13, 2011"
"781","FOPO","41","2","August 2, 2015"
"782","FOPO","41","2","March 31, 2014"
"783","FOPO","41","2","February 5, 2014"
"784","FOPO","41","2","January 30, 2014"
"785","FOPO","41","2","January 27, 2014"
"786","FOPO","41","2","October 29, 2013"
"787","FOPO","41","2","October 22, 2013"
"788","FOPO","42","1","September 11, 2019"
"789","FOPO","42","1","March 20, 2019"
"790","FOPO","42","1","March 18, 2019"
"791","FOPO","42","1","September 25, 2018"
"792","FOPO","42","1","September 19, 2018"
"793","FOPO","42","1","September 12, 2018"
"794","FOPO","42","1","September 11, 2018"
"795","FOPO","42","1","April 19, 2018"
"796","FOPO","42","1","April 18, 2018"
"797","FOPO","42","1","September 19, 2017"
"798","FOPO","42","1","September 18, 2017"
"799","FOPO","42","1","September 19, 2016"
"800","FOPO","42","1","February 16, 2016"
"801","FOPO","42","1","January 29, 2016"
"802","HESA","38","1","November 29, 2005"
"803","HESA","38","1","October 20, 2005"
"804","HESA","38","1","October 7, 2005"
"805","HESA","38","1","February 1, 2005"
"806","HESA","38","1","October 19, 2004"
"807","HESA","38","1","October 12, 2004"
"808","HESA","38","1","October 7, 2004"
"809","HESA","39","1","September 14, 2007"
"810","HESA","39","1","April 27, 2007"
"811","HESA","39","1","March 30, 2007"
"812","HESA","39","1","February 7, 2007"
"813","HESA","39","1","February 5, 2007"
"814","HESA","39","1","January 30, 2007"
"815","HESA","39","1","October 18, 2006"
"816","HESA","39","1","September 26, 2006"
"817","HESA","39","1","September 21, 2006"
"818","HESA","39","1","June 13, 2006"
"819","HESA","39","1","June 9, 2006"
"820","HESA","39","1","May 4, 2006"
"821","HESA","39","1","April 26, 2006"
"822","HESA","39","2","September 7, 2008"
"823","HESA","39","2","November 15, 2007"
"824","HESA","39","2","October 31, 2007"
"825","HESA","40","2","December 30, 2009"
"826","HESA","40","2","September 30, 2009"
"827","HESA","40","2","September 28, 2009"
"828","HESA","40","2","February 3, 2009"
"829","HESA","40","2","January 27, 2009"
"830","HESA","40","3","March 26, 2011"
"831","HESA","40","3","February 3, 2011"
"832","HESA","40","3","September 30, 2010"
"833","HESA","40","3","September 27, 2010"
"834","HESA","40","3","June 3, 2010"
"835","HESA","40","3","May 3, 2010"
"836","HESA","40","3","March 11, 2010"
"837","HESA","40","3","March 4, 2010"
"838","HESA","41","1","September 13, 2013"
"839","HESA","41","1","January 28, 2013"
"840","HESA","41","1","September 25, 2012"
"841","HESA","41","1","September 20, 2012"
"842","HESA","41","1","April 26, 2012"
"843","HESA","41","1","January 31, 2012"
"844","HESA","41","1","June 15, 2011"
"845","HESA","41","1","June 13, 2011"
"846","HESA","41","2","August 2, 2015"
"847","HESA","41","2","April 20, 2015"
"848","HESA","41","2","February 17, 2015"
"849","HESA","41","2","February 3, 2015"
"850","HESA","41","2","January 29, 2015"
"851","HESA","41","2","November 19, 2014"
"852","HESA","41","2","March 31, 2014"
"853","HESA","41","2","February 4, 2014"
"854","HESA","41","2","January 30, 2014"
"855","HESA","41","2","January 27, 2014"
"856","HESA","41","2","November 18, 2013"
"857","HESA","41","2","October 28, 2013"
"858","HESA","41","2","October 22, 2013"
"859","HESA","42","1","September 11, 2019"
"860","HESA","42","1","March 18, 2019"
"861","HESA","42","1","February 26, 2019"
"862","HESA","42","1","December 3, 2018"
"863","HESA","42","1","September 19, 2018"
"864","HESA","42","1","September 12, 2018"
"865","HESA","42","1","July 17, 2018"
"866","HESA","42","1","January 29, 2018"
"867","HESA","42","1","September 21, 2017"
"868","HESA","42","1","September 19, 2017"
"869","HESA","42","1","September 18, 2017"
"870","HESA","42","1","April 18, 2016"
"871","HESA","42","1","February 3, 2016"
"872","HESA","42","1","January 29, 2016"
"873","HUMA","38","1","November 29, 2005"
"874","HUMA","38","1","October 19, 2005"
"875","HUMA","38","1","October 7, 2005"
"876","HUMA","38","1","February 8, 2005"
"877","HUMA","38","1","October 14, 2004"
"878","HUMA","38","1","October 12, 2004"
"879","HUMA","38","1","October 7, 2004"
"880","HUMA","39","1","September 14, 2007"
"881","HUMA","39","1","February 16, 2007"
"882","HUMA","39","1","February 7, 2007"
"883","HUMA","39","1","January 31, 2007"
"884","HUMA","39","1","January 30, 2007"
"885","HUMA","39","1","November 9, 2006"
"886","HUMA","39","1","September 26, 2006"
"887","HUMA","39","1","September 21, 2006"
"888","HUMA","39","1","June 9, 2006"
"889","HUMA","39","1","May 4, 2006"
"890","HUMA","39","1","April 26, 2006"
"891","HUMA","39","2","September 7, 2008"
"892","HUMA","39","2","February 13, 2008"
"893","HUMA","39","2","November 14, 2007"
"894","HUMA","39","2","October 31, 2007"
"895","HUMA","40","2","December 30, 2009"
"896","HUMA","40","2","October 1, 2009"
"897","HUMA","40","2","September 28, 2009"
"898","HUMA","40","2","February 6, 2009"
"899","HUMA","40","2","January 27, 2009"
"900","HUMA","40","3","March 26, 2011"
"901","HUMA","40","3","February 3, 2011"
"902","HUMA","40","3","September 30, 2010"
"903","HUMA","40","3","September 27, 2010"
"904","HUMA","40","3","March 8, 2010"
"905","HUMA","40","3","March 4, 2010"
"906","HUMA","41","1","September 13, 2013"
"907","HUMA","41","1","September 25, 2012"
"908","HUMA","41","1","September 20, 2012"
"909","HUMA","41","1","April 23, 2012"
"910","HUMA","41","1","September 20, 2011"
"911","HUMA","41","1","June 21, 2011"
"912","HUMA","41","1","June 13, 2011"
"913","HUMA","41","2","August 2, 2015"
"914","HUMA","41","2","February 17, 2015"
"915","HUMA","41","2","January 29, 2015"
"916","HUMA","41","2","March 24, 2014"
"917","HUMA","41","2","February 4, 2014"
"918","HUMA","41","2","January 30, 2014"
"919","HUMA","41","2","January 27, 2014"
"920","HUMA","41","2","October 24, 2013"
"921","HUMA","41","2","October 22, 2013"
"922","HUMA","42","1","September 11, 2019"
"923","HUMA","42","1","September 20, 2018"
"924","HUMA","42","1","September 19, 2018"
"925","HUMA","42","1","September 18, 2018"
"926","HUMA","42","1","September 12, 2018"
"927","HUMA","42","1","September 11, 2018"
"928","HUMA","42","1","January 29, 2018"
"929","HUMA","42","1","October 19, 2017"
"930","HUMA","42","1","September 26, 2017"
"931","HUMA","42","1","September 19, 2017"
"932","HUMA","42","1","September 18, 2017"
"933","HUMA","42","1","March 21, 2017"
"934","HUMA","42","1","March 9, 2017"
"935","HUMA","42","1","January 31, 2017"
"936","HUMA","42","1","October 17, 2016"
"937","HUMA","42","1","February 17, 2016"
"938","HUMA","42","1","January 29, 2016"
"939","INAN","42","1","September 11, 2019"
"940","INAN","42","1","September 19, 2018"
"941","INAN","42","1","September 12, 2018"
"942","INAN","42","1","August 30, 2018"
"943","INAN","42","1","May 22, 2018"
"944","INAN","42","1","February 26, 2018"
"945","INAN","42","1","September 19, 2017"
"946","INAN","42","1","September 18, 2017"
"947","INAN","42","1","February 2, 2017"
"948","INAN","42","1","January 31, 2017"
"949","INAN","42","1","January 27, 2017"
"950","INAN","42","1","December 5, 2016"
"951","INAN","42","1","December 1, 2016"
"952","INAN","42","1","February 4, 2016"
"953","INAN","42","1","January 29, 2016"
"954","INDU","38","1","November 29, 2005"
"955","INDU","38","1","October 18, 2005"
"956","INDU","38","1","October 7, 2005"
"957","INDU","38","1","October 19, 2004"
"958","INDU","38","1","October 7, 2004"
"959","INDU","39","1","September 14, 2007"
"960","INDU","39","1","April 25, 2007"
"961","INDU","39","1","April 16, 2007"
"962","INDU","39","1","January 30, 2007"
"963","INDU","39","1","September 26, 2006"
"964","INDU","39","1","September 21, 2006"
"965","INDU","39","1","June 9, 2006"
"966","INDU","39","1","May 9, 2006"
"967","INDU","39","1","April 26, 2006"
"968","INDU","39","2","September 7, 2008"
"969","INDU","39","2","November 13, 2007"
"970","INDU","39","2","October 31, 2007"
"971","INDU","40","2","December 30, 2009"
"972","INDU","40","2","September 30, 2009"
"973","INDU","40","2","September 28, 2009"
"974","INDU","40","2","February 11, 2009"
"975","INDU","40","2","February 5, 2009"
"976","INDU","40","2","January 27, 2009"
"977","INDU","40","3","March 26, 2011"
"978","INDU","40","3","February 3, 2011"
"979","INDU","40","3","September 30, 2010"
"980","INDU","40","3","September 27, 2010"
"981","INDU","40","3","March 9, 2010"
"982","INDU","40","3","March 4, 2010"
"983","INDU","41","1","September 13, 2013"
"984","INDU","41","1","January 28, 2013"
"985","INDU","41","1","September 25, 2012"
"986","INDU","41","1","September 20, 2012"
"987","INDU","41","1","April 24, 2012"
"988","INDU","41","1","April 23, 2012"
"989","INDU","41","1","November 23, 2011"
"990","INDU","41","1","November 2, 2011"
"991","INDU","41","1","September 20, 2011"
"992","INDU","41","1","June 15, 2011"
"993","INDU","41","1","June 13, 2011"
"994","INDU","41","2","August 2, 2015"
"995","INDU","41","2","January 29, 2015"
"996","INDU","41","2","November 19, 2014"
"997","INDU","41","2","March 25, 2014"
"998","INDU","41","2","March 24, 2014"
"999","INDU","41","2","February 5, 2014"
"1000","INDU","41","2","January 30, 2014"
"1001","INDU","41","2","January 27, 2014"
"1002","INDU","41","2","October 28, 2013"
"1003","INDU","41","2","October 22, 2013"
"1004","INDU","42","1","September 11, 2019"
"1005","INDU","42","1","April 5, 2019"
"1006","INDU","42","1","January 29, 2019"
"1007","INDU","42","1","January 14, 2019"
"1008","INDU","42","1","September 24, 2018"
"1009","INDU","42","1","September 19, 2018"
"1010","INDU","42","1","September 18, 2018"
"1011","INDU","42","1","September 12, 2018"
"1012","INDU","42","1","June 14, 2018"
"1013","INDU","42","1","January 29, 2018"
"1014","INDU","42","1","September 19, 2017"
"1015","INDU","42","1","September 18, 2017"
"1016","INDU","42","1","September 19, 2016"
"1017","INDU","42","1","April 18, 2016"
"1018","INDU","42","1","February 16, 2016"
"1019","INDU","42","1","January 29, 2016"
"1020","JUST","38","1","November 29, 2005"
"1021","JUST","38","1","October 18, 2005"
"1022","JUST","38","1","October 7, 2005"
"1023","JUST","38","1","May 19, 2005"
"1024","JUST","38","1","May 18, 2005"
"1025","JUST","38","1","May 17, 2005"
"1026","JUST","38","1","April 11, 2005"
"1027","JUST","38","1","October 13, 2004"
"1028","JUST","38","1","October 12, 2004"
"1029","JUST","38","1","October 7, 2004"
"1030","JUST","39","1","September 14, 2007"
"1031","JUST","39","1","March 30, 2007"
"1032","JUST","39","1","January 30, 2007"
"1033","JUST","39","1","September 26, 2006"
"1034","JUST","39","1","September 21, 2006"
"1035","JUST","39","1","May 4, 2006"
"1036","JUST","39","1","April 28, 2006"
"1037","JUST","39","1","April 26, 2006"
"1038","JUST","39","2","September 7, 2008"
"1039","JUST","39","2","January 30, 2008"
"1040","JUST","39","2","November 14, 2007"
"1041","JUST","39","2","October 31, 2007"
"1042","JUST","40","2","December 30, 2009"
"1043","JUST","40","2","October 7, 2009"
"1044","JUST","40","2","September 30, 2009"
"1045","JUST","40","2","September 28, 2009"
"1046","JUST","40","2","February 3, 2009"
"1047","JUST","40","2","January 27, 2009"
"1048","JUST","40","3","March 26, 2011"
"1049","JUST","40","3","September 30, 2010"
"1050","JUST","40","3","September 27, 2010"
"1051","JUST","40","3","March 9, 2010"
"1052","JUST","40","3","March 4, 2010"
"1053","JUST","41","1","September 13, 2013"
"1054","JUST","41","1","June 7, 2013"
"1055","JUST","41","1","February 25, 2013"
"1056","JUST","41","1","February 4, 2013"
"1057","JUST","41","1","January 28, 2013"
"1058","JUST","41","1","September 25, 2012"
"1059","JUST","41","1","September 20, 2012"
"1060","JUST","41","1","April 26, 2012"
"1061","JUST","41","1","April 24, 2012"
"1062","JUST","41","1","April 23, 2012"
"1063","JUST","41","1","November 2, 2011"
"1064","JUST","41","1","October 20, 2011"
"1065","JUST","41","1","October 17, 2011"
"1066","JUST","41","1","October 5, 2011"
"1067","JUST","41","1","June 21, 2011"
"1068","JUST","41","1","June 13, 2011"
"1069","JUST","41","2","August 2, 2015"
"1070","JUST","41","2","November 19, 2014"
"1071","JUST","41","2","February 4, 2014"
"1072","JUST","41","2","January 30, 2014"
"1073","JUST","41","2","January 27, 2014"
"1074","JUST","41","2","October 24, 2013"
"1075","JUST","41","2","October 22, 2013"
"1076","JUST","42","1","September 11, 2019"
"1077","JUST","42","1","June 4, 2019"
"1078","JUST","42","1","June 3, 2019"
"1079","JUST","42","1","March 19, 2019"
"1080","JUST","42","1","March 18, 2019"
"1081","JUST","42","1","January 29, 2019"
"1082","JUST","42","1","November 21, 2018"
"1083","JUST","42","1","November 8, 2018"
"1084","JUST","42","1","September 24, 2018"
"1085","JUST","42","1","September 18, 2018"
"1086","JUST","42","1","September 12, 2018"
"1087","JUST","42","1","September 11, 2018"
"1088","JUST","42","1","July 17, 2018"
"1089","JUST","42","1","January 30, 2018"
"1090","JUST","42","1","January 29, 2018"
"1091","JUST","42","1","September 19, 2017"
"1092","JUST","42","1","September 18, 2017"
"1093","JUST","42","1","January 31, 2017"
"1094","JUST","42","1","December 1, 2016"
"1095","JUST","42","1","February 16, 2016"
"1096","JUST","42","1","January 29, 2016"
"1097","LANG","38","1","November 29, 2005"
"1098","LANG","38","1","October 18, 2005"
"1099","LANG","38","1","October 7, 2005"
"1100","LANG","38","1","April 18, 2005"
"1101","LANG","38","1","October 20, 2004"
"1102","LANG","38","1","October 12, 2004"
"1103","LANG","38","1","October 7, 2004"
"1104","LANG","39","1","September 14, 2007"
"1105","LANG","39","1","May 31, 2007"
"1106","LANG","39","1","May 30, 2007"
"1107","LANG","39","1","May 15, 2007"
"1108","LANG","39","1","January 30, 2007"
"1109","LANG","39","1","September 26, 2006"
"1110","LANG","39","1","September 21, 2006"
"1111","LANG","39","1","June 13, 2006"
"1112","LANG","39","1","June 9, 2006"
"1113","LANG","39","1","May 9, 2006"
"1114","LANG","39","1","April 26, 2006"
"1115","LANG","39","2","September 7, 2008"
"1116","LANG","39","2","April 4, 2008"
"1117","LANG","39","2","April 2, 2008"
"1118","LANG","39","2","January 30, 2008"
"1119","LANG","39","2","November 14, 2007"
"1120","LANG","39","2","October 31, 2007"
"1121","LANG","40","2","December 30, 2009"
"1122","LANG","40","2","November 2, 2009"
"1123","LANG","40","2","October 1, 2009"
"1124","LANG","40","2","September 28, 2009"
"1125","LANG","40","2","February 11, 2009"
"1126","LANG","40","2","February 5, 2009"
"1127","LANG","40","2","January 27, 2009"
"1128","LANG","40","3","March 26, 2011"
"1129","LANG","40","3","February 3, 2011"
"1130","LANG","40","3","October 5, 2010"
"1131","LANG","40","3","September 27, 2010"
"1132","LANG","40","3","March 9, 2010"
"1133","LANG","40","3","March 4, 2010"
"1134","LANG","41","1","September 13, 2013"
"1135","LANG","41","1","May 28, 2013"
"1136","LANG","41","1","January 28, 2013"
"1137","LANG","41","1","September 27, 2012"
"1138","LANG","41","1","September 20, 2012"
"1139","LANG","41","1","May 8, 2012"
"1140","LANG","41","1","May 7, 2012"
"1141","LANG","41","1","April 23, 2012"
"1142","LANG","41","1","January 31, 2012"
"1143","LANG","41","1","June 16, 2011"
"1144","LANG","41","1","June 13, 2011"
"1145","LANG","41","2","August 2, 2015"
"1146","LANG","41","2","February 17, 2015"
"1147","LANG","41","2","January 29, 2015"
"1148","LANG","41","2","June 10, 2014"
"1149","LANG","41","2","February 5, 2014"
"1150","LANG","41","2","February 4, 2014"
"1151","LANG","41","2","January 30, 2014"
"1152","LANG","41","2","January 27, 2014"
"1153","LANG","41","2","October 30, 2013"
"1154","LANG","41","2","October 22, 2013"
"1155","LANG","42","1","September 11, 2019"
"1156","LANG","42","1","September 19, 2018"
"1157","LANG","42","1","September 12, 2018"
"1158","LANG","42","1","September 11, 2018"
"1159","LANG","42","1","January 29, 2018"
"1160","LANG","42","1","September 19, 2017"
"1161","LANG","42","1","September 18, 2017"
"1162","LANG","42","1","September 19, 2016"
"1163","LANG","42","1","February 17, 2016"
"1164","LANG","42","1","January 29, 2016"
"1165","NDDN","38","1","November 29, 2005"
"1166","NDDN","38","1","October 20, 2005"
"1167","NDDN","38","1","October 7, 2005"
"1168","NDDN","38","1","June 7, 2005"
"1169","NDDN","38","1","June 6, 2005"
"1170","NDDN","38","1","April 18, 2005"
"1171","NDDN","38","1","November 1, 2004"
"1172","NDDN","38","1","October 14, 2004"
"1173","NDDN","38","1","October 7, 2004"
"1174","NDDN","39","1","September 14, 2007"
"1175","NDDN","39","1","January 30, 2007"
"1176","NDDN","39","1","November 9, 2006"
"1177","NDDN","39","1","September 25, 2006"
"1178","NDDN","39","1","September 21, 2006"
"1179","NDDN","39","1","May 9, 2006"
"1180","NDDN","39","1","April 26, 2006"
"1181","NDDN","39","2","September 7, 2008"
"1182","NDDN","39","2","April 2, 2008"
"1183","NDDN","39","2","November 13, 2007"
"1184","NDDN","39","2","October 31, 2007"
"1185","NDDN","40","2","December 30, 2009"
"1186","NDDN","40","2","October 7, 2009"
"1187","NDDN","40","2","October 1, 2009"
"1188","NDDN","40","2","September 28, 2009"
"1189","NDDN","40","2","April 23, 2009"
"1190","NDDN","40","2","March 9, 2009"
"1191","NDDN","40","2","March 6, 2009"
"1192","NDDN","40","2","February 9, 2009"
"1193","NDDN","40","2","February 4, 2009"
"1194","NDDN","40","2","January 27, 2009"
"1195","NDDN","40","3","March 26, 2011"
"1196","NDDN","40","3","February 3, 2011"
"1197","NDDN","40","3","October 1, 2010"
"1198","NDDN","40","3","September 30, 2010"
"1199","NDDN","40","3","September 27, 2010"
"1200","NDDN","40","3","March 9, 2010"
"1201","NDDN","40","3","March 4, 2010"
"1202","NDDN","41","1","September 13, 2013"
"1203","NDDN","41","1","January 28, 2013"
"1204","NDDN","41","1","September 27, 2012"
"1205","NDDN","41","1","September 20, 2012"
"1206","NDDN","41","1","May 1, 2012"
"1207","NDDN","41","1","April 23, 2012"
"1208","NDDN","41","1","October 25, 2011"
"1209","NDDN","41","1","October 17, 2011"
"1210","NDDN","41","1","June 21, 2011"
"1211","NDDN","41","1","June 13, 2011"
"1212","NDDN","41","2","August 2, 2015"
"1213","NDDN","41","2","January 29, 2015"
"1214","NDDN","41","2","November 19, 2014"
"1215","NDDN","41","2","October 7, 2014"
"1216","NDDN","41","2","April 10, 2014"
"1217","NDDN","41","2","April 8, 2014"
"1218","NDDN","41","2","February 11, 2014"
"1219","NDDN","41","2","January 30, 2014"
"1220","NDDN","41","2","January 27, 2014"
"1221","NDDN","41","2","October 29, 2013"
"1222","NDDN","41","2","October 22, 2013"
"1223","NDDN","42","1","September 11, 2019"
"1224","NDDN","42","1","September 18, 2018"
"1225","NDDN","42","1","September 12, 2018"
"1226","NDDN","42","1","September 11, 2018"
"1227","NDDN","42","1","August 30, 2018"
"1228","NDDN","42","1","January 29, 2018"
"1229","NDDN","42","1","October 2, 2017"
"1230","NDDN","42","1","September 26, 2017"
"1231","NDDN","42","1","September 19, 2017"
"1232","NDDN","42","1","September 18, 2017"
"1233","NDDN","42","1","January 31, 2017"
"1234","NDDN","42","1","February 18, 2016"
"1235","NDDN","42","1","January 29, 2016"
"1236","OGGO","38","1","November 29, 2005"
"1237","OGGO","38","1","October 17, 2005"
"1238","OGGO","38","1","October 7, 2005"
"1239","OGGO","38","1","February 2, 2005"
"1240","OGGO","38","1","November 19, 2004"
"1241","OGGO","38","1","October 14, 2004"
"1242","OGGO","38","1","October 7, 2004"
"1243","OGGO","39","1","September 14, 2007"
"1244","OGGO","39","1","April 16, 2007"
"1245","OGGO","39","1","March 20, 2007"
"1246","OGGO","39","1","January 30, 2007"
"1247","OGGO","39","1","November 9, 2006"
"1248","OGGO","39","1","September 26, 2006"
"1249","OGGO","39","1","September 21, 2006"
"1250","OGGO","39","1","June 9, 2006"
"1251","OGGO","39","1","May 4, 2006"
"1252","OGGO","39","1","April 26, 2006"
"1253","OGGO","39","2","September 7, 2008"
"1254","OGGO","39","2","January 30, 2008"
"1255","OGGO","39","2","November 14, 2007"
"1256","OGGO","39","2","October 31, 2007"
"1257","OGGO","40","2","December 30, 2009"
"1258","OGGO","40","2","November 6, 2009"
"1259","OGGO","40","2","October 6, 2009"
"1260","OGGO","40","2","September 28, 2009"
"1261","OGGO","40","2","May 26, 2009"
"1262","OGGO","40","2","February 3, 2009"
"1263","OGGO","40","2","January 27, 2009"
"1264","OGGO","40","3","March 26, 2011"
"1265","OGGO","40","3","February 3, 2011"
"1266","OGGO","40","3","September 30, 2010"
"1267","OGGO","40","3","September 27, 2010"
"1268","OGGO","40","3","March 10, 2010"
"1269","OGGO","40","3","March 4, 2010"
"1270","OGGO","41","1","September 13, 2013"
"1271","OGGO","41","1","February 5, 2013"
"1272","OGGO","41","1","January 28, 2013"
"1273","OGGO","41","1","September 25, 2012"
"1274","OGGO","41","1","September 24, 2012"
"1275","OGGO","41","1","September 20, 2012"
"1276","OGGO","41","1","April 23, 2012"
"1277","OGGO","41","1","October 5, 2011"
"1278","OGGO","41","1","September 20, 2011"
"1279","OGGO","41","1","June 9, 2011"
"1280","OGGO","41","1","June 3, 2011"
"1281","OGGO","41","2","August 2, 2015"
"1282","OGGO","41","2","February 17, 2015"
"1283","OGGO","41","2","February 5, 2015"
"1284","OGGO","41","2","January 29, 2015"
"1285","OGGO","41","2","November 19, 2014"
"1286","OGGO","41","2","February 6, 2014"
"1287","OGGO","41","2","January 30, 2014"
"1288","OGGO","41","2","January 27, 2014"
"1289","OGGO","41","2","October 24, 2013"
"1290","OGGO","41","2","October 22, 2013"
"1291","OGGO","42","1","September 11, 2019"
"1292","OGGO","42","1","May 9, 2019"
"1293","OGGO","42","1","March 18, 2019"
"1294","OGGO","42","1","September 19, 2018"
"1295","OGGO","42","1","September 18, 2018"
"1296","OGGO","42","1","May 8, 2018"
"1297","OGGO","42","1","May 4, 2018"
"1298","OGGO","42","1","January 29, 2018"
"1299","OGGO","42","1","September 19, 2017"
"1300","OGGO","42","1","September 18, 2017"
"1301","OGGO","42","1","January 31, 2017"
"1302","OGGO","42","1","October 17, 2016"
"1303","OGGO","42","1","September 19, 2016"
"1304","OGGO","42","1","February 16, 2016"
"1305","OGGO","42","1","January 29, 2016"
"1306","PACP","38","1","November 29, 2005"
"1307","PACP","38","1","October 18, 2005"
"1308","PACP","38","1","October 7, 2005"
"1309","PACP","38","1","October 19, 2004"
"1310","PACP","38","1","October 7, 2004"
"1311","PACP","39","1","September 14, 2007"
"1312","PACP","39","1","April 20, 2007"
"1313","PACP","39","1","April 16, 2007"
"1314","PACP","39","1","January 30, 2007"
"1315","PACP","39","1","September 26, 2006"
"1316","PACP","39","1","September 21, 2006"
"1317","PACP","39","1","September 7, 2006"
"1318","PACP","39","1","August 28, 2006"
"1319","PACP","39","1","June 9, 2006"
"1320","PACP","39","1","May 4, 2006"
"1321","PACP","39","1","April 26, 2006"
"1322","PACP","39","2","September 7, 2008"
"1323","PACP","39","2","April 9, 2008"
"1324","PACP","39","2","November 13, 2007"
"1325","PACP","39","2","October 31, 2007"
"1326","PACP","40","2","December 30, 2009"
"1327","PACP","40","2","October 5, 2009"
"1328","PACP","40","2","September 28, 2009"
"1329","PACP","40","2","February 3, 2009"
"1330","PACP","40","2","January 27, 2009"
"1331","PACP","40","3","March 26, 2011"
"1332","PACP","40","3","September 30, 2010"
"1333","PACP","40","3","September 27, 2010"
"1334","PACP","40","3","March 11, 2010"
"1335","PACP","40","3","March 4, 2010"
