Honorific Title,First Name,Last Name,Constituency,Province / Territory,Political Affiliation,Start Date,End Date
,Carole,Freeman,Châteauguay—Saint-Constant,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Hedy,Fry,Vancouver Centre,British Columbia,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Christiane,Gagnon,Québec,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Royal,Galipeau,Ottawa—Orléans,Ontario,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Cheryl,Gallant,Renfrew—Nipissing—Pembroke,Ontario,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Roger,Gaudet,Montcalm,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Michel,Gauthier,Roberval—Lac-Saint-Jean,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,7/29/2007 11:59:59 PM
Hon.,John,Godfrey,Don Valley West,Ontario,Liberal,1/23/2006 12:00:00 AM,8/1/2008 11:59:59 PM
,Yvon,Godin,Acadie—Bathurst,New Brunswick,NDP,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Peter,Goldring,Edmonton East,Alberta,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Ralph,Goodale,Wascana,Saskatchewan,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Gary,Goodyear,Cambridge,Ontario,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Jacques,Gourde,Lotbinière—Chutes-de-la-Chaudière,Quebec,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Bill,Graham,Toronto Centre,Ontario,Liberal,1/23/2006 12:00:00 AM,7/2/2007 11:59:59 PM
,Raymond,Gravel,Repentigny,Quebec,Bloc Québécois,11/27/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Nina,Grewal,Fleetwood—Port Kells,British Columbia,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Albina,Guarnieri,Mississauga East—Cooksville,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Monique,Guay,Rivière-du-Nord,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Helena,Guergis,Simcoe—Grey,Ontario,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Michel,Guimond,Montmorency—Charlevoix—Haute-Côte-Nord,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Martha,Hall Findlay,Willowdale,Ontario,Liberal,3/17/2008 12:00:00 AM,10/13/2008 11:59:59 PM
,Art,Hanger,Calgary Northeast,Alberta,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Right Hon.,Stephen,Harper,Calgary Southwest,Alberta,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Richard,Harris,Cariboo—Prince George,British Columbia,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Luc,Harvey,Louis-Hébert,Quebec,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Laurie,Hawn,Edmonton Centre,Alberta,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Loyola,Hearn,St. John's South—Mount Pearl,Newfoundland and Labrador,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Russ,Hiebert,South Surrey—White Rock—Cloverdale,British Columbia,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Jay,Hill,Prince George—Peace River,British Columbia,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Betty,Hinton,Kamloops—Thompson—Cariboo,British Columbia,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Mark,Holland,Ajax—Pickering,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Charles,Hubbard,Miramichi,New Brunswick,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Michael,Ignatieff,Etobicoke—Lakeshore,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Rahim,Jaffer,Edmonton—Strathcona,Alberta,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Brian,Jean,Fort McMurray—Athabasca,Alberta,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Marlene,Jennings,Notre-Dame-de-Grâce—Lachine,Quebec,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Peter,Julian,Burnaby—New Westminster,British Columbia,NDP,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Susan,Kadis,Thornhill,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Randy,Kamp,Pitt Meadows—Maple Ridge—Mission,British Columbia,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Nancy,Karetak-Lindell,Nunavut,Nunavut,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Jim,Karygiannis,Scarborough—Agincourt,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Gerald,Keddy,South Shore—St. Margaret's,Nova Scotia,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Tina,Keeper,Churchill,Manitoba,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Jason,Kenney,Calgary Southeast,Alberta,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Wajid,Khan,Mississauga—Streetsville,Ontario,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Ed,Komarnicki,Souris—Moose Mountain,Saskatchewan,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Maka,Kotto,Saint-Lambert,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,3/13/2008 2:00:59 PM
,Daryl,Kramp,Prince Edward—Hastings,Ontario,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Jean-Yves,Laforest,Saint-Maurice—Champlain,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Mario,Laframboise,Argenteuil—Papineau—Mirabel,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Mike,Lake,Edmonton—Mill Woods—Beaumont,Alberta,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Francine,Lalonde,La Pointe-de-l'Île,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Jean,Lapierre,Outremont,Quebec,Liberal,1/23/2006 12:00:00 AM,1/28/2007 12:00:00 AM
,Guy,Lauzon,Stormont—Dundas—South Glengarry,Ontario,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Carole,Lavallée,Saint-Bruno—Saint-Hubert,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Jack,Layton,Toronto—Danforth,Ontario,NDP,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Denis,Lebel,Roberval—Lac-Saint-Jean,Quebec,Conservative,9/17/2007 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Dominic,LeBlanc,Beauséjour,New Brunswick,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Derek,Lee,Scarborough—Rouge River,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Marc,Lemay,Abitibi—Témiscamingue,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Pierre,Lemieux,Glengarry—Prescott—Russell,Ontario,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Yves,Lessard,Chambly—Borduas,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Yvon,Lévesque,Abitibi—Baie-James—Nunavik—Eeyou,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Yvan,Loubier,Saint-Hyacinthe—Bagot,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,2/21/2007 11:59:59 PM
,Tom,Lukiwski,Regina—Lumsden—Lake Centre,Saskatchewan,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Gary,Lunn,Saanich—Gulf Islands,British Columbia,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,James,Lunney,Nanaimo—Alberni,British Columbia,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Marcel,Lussier,Brossard—La Prairie,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Lawrence,MacAulay,Cardigan,Prince Edward Island,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Peter,MacKay,Central Nova,Nova Scotia,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Dave,MacKenzie,Oxford,Ontario,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Gurbax,Malhi,Bramalea—Gore—Malton,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Luc,Malo,Verchères—Les Patriotes,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,John,Maloney,Welland,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Fabian,Manning,Avalon,Newfoundland and Labrador,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Inky,Mark,Dauphin—Swan River—Marquette,Manitoba,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Diane,Marleau,Sudbury,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Wayne,Marston,Hamilton East—Stoney Creek,Ontario,NDP,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Keith,Martin,Esquimalt—Juan de Fuca,British Columbia,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Pat,Martin,Winnipeg Centre,Manitoba,NDP,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Right Hon.,Paul,Martin,LaSalle—Émard,Quebec,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Tony,Martin,Sault Ste. Marie,Ontario,NDP,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Brian,Masse,Windsor West,Ontario,NDP,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Irene,Mathyssen,London—Fanshawe,Ontario,NDP,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Bill,Matthews,Random—Burin—St. George's,Newfoundland and Labrador,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Colin,Mayes,Okanagan—Shuswap,British Columbia,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,John,McCallum,Markham—Unionville,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Alexa,McDonough,Halifax,Nova Scotia,NDP,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,David,McGuinty,Ottawa South,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Joe,McGuire,Egmont,Prince Edward Island,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,John,McKay,Scarborough—Guildwood,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Dan,McTeague,Pickering—Scarborough East,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Réal,Ménard,Hochelaga,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Serge,Ménard,Marc-Aurèle-Fortin,Quebec,Bloc Québécois,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Ted,Menzies,Macleod,Alberta,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Gary,Merasty,Desnethé—Missinippi—Churchill River,Saskatchewan,Liberal,1/23/2006 12:00:00 AM,8/31/2007 11:59:59 PM
Hon.,Rob,Merrifield,Yellowhead,Alberta,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Larry,Miller,Bruce—Grey—Owen Sound,Ontario,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Peter,Milliken,Kingston and the Islands,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
,Bob,Mills,Red Deer,Alberta,Conservative,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
Hon.,Maria,Minna,Beaches—East York,Ontario,Liberal,1/23/2006 12:00:00 AM,10/13/2008 11:59:59 PM
