"uri","bill type","date","home page","home page > uri","identifier","label","session > display name","sponsors > sponsor printed","title"
"http://data.parliament.uk/resources/748896","HoL Private","2018-12-20","ageofcriminalresponsibility.html","http://services.parliament.uk/bills/2017-19/ageofcriminalresponsibility.html","1992","Age of Criminal Responsibility","2017-2019","Lord Dholakia","Age of Criminal Responsibility Bill [HL]"
"http://data.parliament.uk/resources/748921","HoL Private","2018-12-20","divorcefinancialprovision.html","http://services.parliament.uk/bills/2017-19/divorcefinancialprovision.html","2018","Divorce (Financial Provision) ","2017-2019","Baroness Deech","Divorce (Financial Provision)  Bill [HL]"
"http://data.parliament.uk/resources/748921","HoL Private","2018-12-20","divorcefinancialprovision.html","http://services.parliament.uk/bills/2017-19/divorcefinancialprovision.html","2018","Divorce (Financial Provision) ","2017-2019","Tim Loughton","Divorce (Financial Provision)  Bill [HL]"
"http://data.parliament.uk/resources/997449","Government","2018-12-20","financeno3.html","http://services.parliament.uk/bills/2017-19/financeno3.html","2306","Finance (No. 3)","2017-2019","Mel Stride","Finance (No. 3) Bill"
"http://data.parliament.uk/resources/1029137","Presentation","2018-12-19","europeanunionrevocationofnotificationofwithdrawal.html","http://services.parliament.uk/bills/2017-19/europeanunionrevocationofnotificationofwithdrawal.html","2327","European Union (Revocation of Notification of Withdrawal)","2017-2019","Dr Sarah Wollaston","European Union (Revocation of Notification of Withdrawal) Bill"
"http://data.parliament.uk/resources/754408","Ballot","2018-12-19","civilpartnershipsmarriagesanddeathsregistrationetc.html","http://services.parliament.uk/bills/2017-19/civilpartnershipsmarriagesanddeathsregistrationetc.html","2063","Civil Partnerships, Marriages and Deaths (Registration Etc.)","2017-2019","Baroness Hodgson of Abinger","Civil Partnerships, Marriages and Deaths (Registration Etc.) Bill"
"http://data.parliament.uk/resources/754408","Ballot","2018-12-19","civilpartnershipsmarriagesanddeathsregistrationetc.html","http://services.parliament.uk/bills/2017-19/civilpartnershipsmarriagesanddeathsregistrationetc.html","2063","Civil Partnerships, Marriages and Deaths (Registration Etc.)","2017-2019","Tim Loughton","Civil Partnerships, Marriages and Deaths (Registration Etc.) Bill"
"http://data.parliament.uk/resources/754409","Ballot","2018-12-19","stalkingprotection.html","http://services.parliament.uk/bills/2017-19/stalkingprotection.html","2064","Stalking Protection","2017-2019","Baroness Bertin","Stalking Protection Bill"
"http://data.parliament.uk/resources/754409","Ballot","2018-12-19","stalkingprotection.html","http://services.parliament.uk/bills/2017-19/stalkingprotection.html","2064","Stalking Protection","2017-2019","Dr Sarah Wollaston","Stalking Protection Bill"
"http://data.parliament.uk/resources/754421","Ballot","2018-12-19","parkingcodeofpractice.html","http://services.parliament.uk/bills/2017-19/parkingcodeofpractice.html","2076","Parking (Code of Practice)","2017-2019","Lord Hunt of Wirral ","Parking (Code of Practice) Bill"
"http://data.parliament.uk/resources/754421","Ballot","2018-12-19","parkingcodeofpractice.html","http://services.parliament.uk/bills/2017-19/parkingcodeofpractice.html","2076","Parking (Code of Practice)","2017-2019","Sir Greg Knight","Parking (Code of Practice) Bill"
"http://data.parliament.uk/resources/897130","Government","2018-12-19","tenantfees.html","http://services.parliament.uk/bills/2017-19/tenantfees.html","2242","Tenant Fees","2017-2019","James Brokenshire","Tenant Fees Bill"
"http://data.parliament.uk/resources/897130","Government","2018-12-19","tenantfees.html","http://services.parliament.uk/bills/2017-19/tenantfees.html","2242","Tenant Fees","2017-2019","Lord Bourne of Aberystwyth","Tenant Fees Bill"
"http://data.parliament.uk/resources/939288","Government","2018-12-19","counterterrorismandbordersecurity.html","http://services.parliament.uk/bills/2017-19/counterterrorismandbordersecurity.html","2255","Counter-Terrorism and Border Security","2017-2019","Baroness Williams of Trafford","Counter-Terrorism and Border Security Bill"
"http://data.parliament.uk/resources/939288","Government","2018-12-19","counterterrorismandbordersecurity.html","http://services.parliament.uk/bills/2017-19/counterterrorismandbordersecurity.html","2255","Counter-Terrorism and Border Security","2017-2019","Sajid Javid","Counter-Terrorism and Border Security Bill"
"http://data.parliament.uk/resources/939300","Government","2018-12-19","voyeurismoffencesno2.html","http://services.parliament.uk/bills/2017-19/voyeurismoffencesno2.html","2267","Voyeurism (Offences) (No. 2)","2017-2019","David Gauke","Voyeurism (Offences) (No. 2) Bill"
"http://data.parliament.uk/resources/939300","Government","2018-12-19","voyeurismoffencesno2.html","http://services.parliament.uk/bills/2017-19/voyeurismoffencesno2.html","2267","Voyeurism (Offences) (No. 2)","2017-2019","Lord Keen of Elie","Voyeurism (Offences) (No. 2) Bill"
"http://data.parliament.uk/resources/939306","Government","2018-12-19","crimeoverseasproductionorders.html","http://services.parliament.uk/bills/2017-19/crimeoverseasproductionorders.html","2273","Crime (Overseas Production Orders)","2017-2019","Baroness Williams of Trafford","Crime (Overseas Production Orders) Bill [HL]"
"http://data.parliament.uk/resources/939306","Government","2018-12-19","crimeoverseasproductionorders.html","http://services.parliament.uk/bills/2017-19/crimeoverseasproductionorders.html","2273","Crime (Overseas Production Orders)","2017-2019","Sajid Javid","Crime (Overseas Production Orders) Bill [HL]"
"http://data.parliament.uk/resources/939308","Government","2018-12-19","mentalcapacityamendment.html","http://services.parliament.uk/bills/2017-19/mentalcapacityamendment.html","2276","Mental Capacity (Amendment)","2017-2019","Lord O'Shaughnessy","Mental Capacity (Amendment) Bill [HL]"
"http://data.parliament.uk/resources/939308","Government","2018-12-19","mentalcapacityamendment.html","http://services.parliament.uk/bills/2017-19/mentalcapacityamendment.html","2276","Mental Capacity (Amendment)","2017-2019","Matt Hancock","Mental Capacity (Amendment) Bill [HL]"
"http://data.parliament.uk/resources/939313","Ten Minute Rule","2018-12-19","bathingwaters.html","http://services.parliament.uk/bills/2017-19/bathingwaters.html","2281","Bathing Waters","2017-2019","Scott Mann","Bathing Waters Bill"
"http://data.parliament.uk/resources/995450","Government","2018-12-19","fisheries.html","http://services.parliament.uk/bills/2017-19/fisheries.html","2303","Fisheries","2017-2019","Michael Gove","Fisheries Bill"
"http://data.parliament.uk/resources/1012189","Ten Minute Rule","2018-12-18","electricvehiclesstandardisedrecharging.html","http://services.parliament.uk/bills/2017-19/electricvehiclesstandardisedrecharging.html","2315","Electric Vehicles (Standardised Recharging)","2017-2019","Bill Wiggin","Electric Vehicles (Standardised Recharging) Bill"
"http://data.parliament.uk/resources/1017413","Ten Minute Rule","2018-12-18","firesafetyleaseholdproperties.html","http://services.parliament.uk/bills/2017-19/firesafetyleaseholdproperties.html","2320","Fire Safety (Leasehold Properties)","2017-2019","Marsha De Cordova","Fire Safety (Leasehold Properties) Bill"
"http://data.parliament.uk/resources/754406","Ballot","2018-12-18","parliamentaryconstituenciesamendment.html","http://services.parliament.uk/bills/2017-19/parliamentaryconstituenciesamendment.html","2061","Parliamentary Constituencies (Amendment)","2017-2019","Afzal Khan","Parliamentary Constituencies (Amendment) Bill"
"http://data.parliament.uk/resources/1008420","Presentation","2018-12-17","europeanunionwithdrawalevaluationofeffectsonhealthandsocialcaresectors.html","http://services.parliament.uk/bills/2017-19/europeanunionwithdrawalevaluationofeffectsonhealthandsocialcaresectors.html","2312","European Union Withdrawal (Evaluation of Effects on Health and Social Care Sectors)","2017-2019","Brendan O'Hara","European Union Withdrawal (Evaluation of Effects on Health and Social Care Sectors) Bill"
"http://data.parliament.uk/resources/748923","HoL Private","2018-12-14","childrenact1989amendmentfemalegenitalmutilation.html","http://services.parliament.uk/bills/2017-19/childrenact1989amendmentfemalegenitalmutilation.html","2020","Children Act 1989 (Amendment) (Female Genital Mutilation)","2017-2019","Lord Berkeley of Knighton","Children Act 1989 (Amendment) (Female Genital Mutilation) Bill [HL]"
"http://data.parliament.uk/resources/748923","HoL Private","2018-12-14","childrenact1989amendmentfemalegenitalmutilation.html","http://services.parliament.uk/bills/2017-19/childrenact1989amendmentfemalegenitalmutilation.html","2020","Children Act 1989 (Amendment) (Female Genital Mutilation)","2017-2019","Zac Goldsmith","Children Act 1989 (Amendment) (Female Genital Mutilation) Bill [HL]"
"http://data.parliament.uk/resources/758423","Presentation","2018-12-14","humanrightsandresponsibilities.html","http://services.parliament.uk/bills/2017-19/humanrightsandresponsibilities.html","2083","Human Rights and Responsibilities","2017-2019","Sir Christopher Chope","Human Rights and Responsibilities Bill"
"http://data.parliament.uk/resources/758432","Presentation","2018-12-14","illegalimmigrationoffences.html","http://services.parliament.uk/bills/2017-19/illegalimmigrationoffences.html","2092","Illegal Immigration (Offences)","2017-2019","Sir Christopher Chope","Illegal Immigration (Offences) Bill"
"http://data.parliament.uk/resources/758442","Presentation","2018-12-14","internationalpaymentsaudit.html","http://services.parliament.uk/bills/2017-19/internationalpaymentsaudit.html","2102","International Payments (Audit)","2017-2019","Sir Christopher Chope","International Payments (Audit) Bill"
"http://data.parliament.uk/resources/758448","Presentation","2018-12-14","holidaypay.html","http://services.parliament.uk/bills/2017-19/holidaypay.html","2108","Holiday Pay","2017-2019","Sir Christopher Chope","Holiday Pay Bill"
"http://data.parliament.uk/resources/758455","Presentation","2018-12-14","studentloansdebtdischarge.html","http://services.parliament.uk/bills/2017-19/studentloansdebtdischarge.html","2115","Student Loans (Debt Discharge)","2017-2019","Sir Christopher Chope","Student Loans (Debt Discharge) Bill"
"http://data.parliament.uk/resources/758476","Presentation","2018-12-14","europeanunionreturnofcontributions.html","http://services.parliament.uk/bills/2017-19/europeanunionreturnofcontributions.html","2136","European Union (Return of Contributions)","2017-2019","Mr Peter Bone","European Union (Return of Contributions) Bill"
"http://data.parliament.uk/resources/758479","Presentation","2018-12-14","electoralcandidateage.html","http://services.parliament.uk/bills/2017-19/electoralcandidateage.html","2139","Electoral Candidate (Age)","2017-2019","Mr Peter Bone","Electoral Candidate (Age) Bill"
"http://data.parliament.uk/resources/758484","Presentation","2018-12-14","ovariancancerpublicawareness.html","http://services.parliament.uk/bills/2017-19/ovariancancerpublicawareness.html","2144","Ovarian Cancer (Public Awareness)","2017-2019","Mr Peter Bone","Ovarian Cancer (Public Awareness) Bill"
"http://data.parliament.uk/resources/944526","Ten Minute Rule","2018-12-14","antiloiteringdevicesregulation.html","http://services.parliament.uk/bills/2017-19/antiloiteringdevicesregulation.html","2283","Anti-Loitering Devices (Regulation)","2017-2019","Giles Watling","Anti-Loitering Devices (Regulation) Bill"
"http://data.parliament.uk/resources/1013618","Government","2018-12-12","financialservicesimplementationoflegislation.html","http://services.parliament.uk/bills/2017-19/financialservicesimplementationoflegislation.html","2318","Financial Services (Implementation of Legislation)","2017-2019","Lord Bates","Financial Services (Implementation of Legislation) Bill [HL]"
"http://data.parliament.uk/resources/754416","Ballot","2018-12-12","organdonationdeemedconsent.html","http://services.parliament.uk/bills/2017-19/organdonationdeemedconsent.html","2071","Organ Donation (Deemed Consent)","2017-2019","Lord Hunt of Kings Heath","Organ Donation (Deemed Consent) Bill"
"http://data.parliament.uk/resources/754416","Ballot","2018-12-12","organdonationdeemedconsent.html","http://services.parliament.uk/bills/2017-19/organdonationdeemedconsent.html","2071","Organ Donation (Deemed Consent)","2017-2019","Mr Geoffrey Robinson","Organ Donation (Deemed Consent) Bill"
"http://data.parliament.uk/resources/939297","Government","2018-12-12","offensiveweapons.html","http://services.parliament.uk/bills/2017-19/offensiveweapons.html","2264","Offensive Weapons","2017-2019","Baroness Williams of Trafford","Offensive Weapons Bill"
"http://data.parliament.uk/resources/939297","Government","2018-12-12","offensiveweapons.html","http://services.parliament.uk/bills/2017-19/offensiveweapons.html","2264","Offensive Weapons","2017-2019","Sajid Javid","Offensive Weapons Bill"
"http://data.parliament.uk/resources/1023790","HoL Private","2018-12-11","eumembership.html","http://services.parliament.uk/bills/2017-19/eumembership.html","2326","EU Membership","2017-2019","Lord Saatchi","EU Membership Bill [HL]"
"http://data.parliament.uk/resources/748915","HoL Private","2018-12-07","familyrelationshipsimpactassessmentandtargets.html","http://services.parliament.uk/bills/2017-19/familyrelationshipsimpactassessmentandtargets.html","2012","Family Relationships (Impact Assessment and Targets)","2017-2019","Fiona Bruce","Family Relationships (Impact Assessment and Targets) Bill [HL]"
"http://data.parliament.uk/resources/748915","HoL Private","2018-12-07","familyrelationshipsimpactassessmentandtargets.html","http://services.parliament.uk/bills/2017-19/familyrelationshipsimpactassessmentandtargets.html","2012","Family Relationships (Impact Assessment and Targets)","2017-2019","Lord Farmer","Family Relationships (Impact Assessment and Targets) Bill [HL]"
"http://data.parliament.uk/resources/754414","Ballot","2018-12-07","physicianassociatesregulation.html","http://services.parliament.uk/bills/2017-19/physicianassociatesregulation.html","2069","Physician Associates (Regulation)","2017-2019","Anne Marie Morris","Physician Associates (Regulation) Bill"
"http://data.parliament.uk/resources/758420","Presentation","2018-12-07","studentloansdebtinterest.html","http://services.parliament.uk/bills/2017-19/studentloansdebtinterest.html","2080","Student Loans (Debt Interest)","2017-2019","Sir Christopher Chope","Student Loans (Debt Interest) Bill"
"http://data.parliament.uk/resources/758422","Presentation","2018-12-07","healthcarelocalaccountability.html","http://services.parliament.uk/bills/2017-19/healthcarelocalaccountability.html","2082","Healthcare (Local Accountability)","2017-2019","Sir Christopher Chope","Healthcare (Local Accountability) Bill"
"http://data.parliament.uk/resources/758426","Presentation","2018-12-07","taxratesanddutiesreview.html","http://services.parliament.uk/bills/2017-19/taxratesanddutiesreview.html","2086","Tax Rates and Duties (Review)","2017-2019","Sir Christopher Chope","Tax Rates and Duties (Review) Bill"
"http://data.parliament.uk/resources/758436","Presentation","2018-12-07","importtariffreduction.html","http://services.parliament.uk/bills/2017-19/importtariffreduction.html","2096","Import Tariff (Reduction)","2017-2019","Sir Christopher Chope","Import Tariff (Reduction) Bill"
"http://data.parliament.uk/resources/758437","Presentation","2018-12-07","employmentopportunities.html","http://services.parliament.uk/bills/2017-19/employmentopportunities.html","2097","Employment Opportunities","2017-2019","Sir Christopher Chope","Employment Opportunities Bill"
"http://data.parliament.uk/resources/758439","Presentation","2018-12-07","schools.html","http://services.parliament.uk/bills/2017-19/schools.html","2099","Schools","2017-2019","Sir Christopher Chope","Schools Bill"
"http://data.parliament.uk/resources/758440","Presentation","2018-12-07","bathabitatsregulationno2.html","http://services.parliament.uk/bills/2017-19/bathabitatsregulationno2.html","2100","Bat Habitats Regulation (No. 2)","2017-2019","Sir Christopher Chope","Bat Habitats Regulation (No. 2) Bill"
"http://data.parliament.uk/resources/758445","Presentation","2018-12-07","publicservicesavailability.html","http://services.parliament.uk/bills/2017-19/publicservicesavailability.html","2105","Public Services (Availability)","2017-2019","Sir Christopher Chope","Public Services (Availability) Bill"
"http://data.parliament.uk/resources/758447","Presentation","2018-12-07","localroadsinvestment.html","http://services.parliament.uk/bills/2017-19/localroadsinvestment.html","2107","Local Roads (Investment)","2017-2019","Sir Christopher Chope","Local Roads (Investment) Bill"
"http://data.parliament.uk/resources/758451","Presentation","2018-12-07","electoralcommissionduties.html","http://services.parliament.uk/bills/2017-19/electoralcommissionduties.html","2111","Electoral Commission (Duties)","2017-2019","Sir Christopher Chope","Electoral Commission (Duties) Bill"
"http://data.parliament.uk/resources/758452","Presentation","2018-12-07","mobilehomesandparkhomes.html","http://services.parliament.uk/bills/2017-19/mobilehomesandparkhomes.html","2112","Mobile Homes and Park Homes","2017-2019","Sir Christopher Chope","Mobile Homes and Park Homes Bill"
"http://data.parliament.uk/resources/758453","Presentation","2018-12-07","subletpropertyoffences.html","http://services.parliament.uk/bills/2017-19/subletpropertyoffences.html","2113","Sublet Property (Offences)","2017-2019","Sir Christopher Chope","Sublet Property (Offences) Bill"
"http://data.parliament.uk/resources/758454","Presentation","2018-12-07","fruitandvegetablesclassification.html","http://services.parliament.uk/bills/2017-19/fruitandvegetablesclassification.html","2114","Fruit and Vegetables (Classification)","2017-2019","Sir Christopher Chope","Fruit and Vegetables (Classification) Bill"
"http://data.parliament.uk/resources/758456","Presentation","2018-12-07","stampduty.html","http://services.parliament.uk/bills/2017-19/stampduty.html","2116","Stamp Duty","2017-2019","Sir Christopher Chope","Stamp Duty Bill"
"http://data.parliament.uk/resources/758457","Presentation","2018-12-07","armedforcesvolunteerreserve.html","http://services.parliament.uk/bills/2017-19/armedforcesvolunteerreserve.html","2117","Armed Forces (Volunteer Reserve)","2017-2019","Sir Christopher Chope","Armed Forces (Volunteer Reserve) Bill"
"http://data.parliament.uk/resources/758458","Presentation","2018-12-07","fishingaccesstoterritorialwaters.html","http://services.parliament.uk/bills/2017-19/fishingaccesstoterritorialwaters.html","2118","Fishing (Access to Territorial Waters)","2017-2019","Sir Christopher Chope","Fishing (Access to Territorial Waters) Bill"
"http://data.parliament.uk/resources/758459","Presentation","2018-12-07","speedlimitsengland.html","http://services.parliament.uk/bills/2017-19/speedlimitsengland.html","2119","Speed Limits (England)","2017-2019","Sir Christopher Chope","Speed Limits (England) Bill"
"http://data.parliament.uk/resources/758462","Presentation","2018-12-07","domesticenergyvalueaddedtax.html","http://services.parliament.uk/bills/2017-19/domesticenergyvalueaddedtax.html","2122","Domestic Energy (Value Added Tax)","2017-2019","Sir Christopher Chope","Domestic Energy (Value Added Tax) Bill"
"http://data.parliament.uk/resources/758463","Presentation","2018-12-07","manufacturedgoodstrade.html","http://services.parliament.uk/bills/2017-19/manufacturedgoodstrade.html","2123","Manufactured Goods (Trade)","2017-2019","Sir Christopher Chope","Manufactured Goods (Trade) Bill"
"http://data.parliament.uk/resources/758464","Presentation","2018-12-07","criminalfraudprivateprosecutions.html","http://services.parliament.uk/bills/2017-19/criminalfraudprivateprosecutions.html","2124","Criminal Fraud (Private Prosecutions)","2017-2019","Sir Christopher Chope","Criminal Fraud (Private Prosecutions) Bill"
"http://data.parliament.uk/resources/777959","Ten Minute Rule","2018-12-07","affordablehomeownership.html","http://services.parliament.uk/bills/2017-19/affordablehomeownership.html","2168","Affordable Home Ownership","2017-2019","Sir Christopher Chope","Affordable Home Ownership Bill"
"http://data.parliament.uk/resources/939293","Ten Minute Rule","2018-12-07","alcoholminimumpricingengland.html","http://services.parliament.uk/bills/2017-19/alcoholminimumpricingengland.html","2260","Alcohol (Minimum Pricing) (England)","2017-2019","Fiona Bruce","Alcohol (Minimum Pricing) (England) Bill"
"http://data.parliament.uk/resources/1020764","HoL Private","2018-12-06","scottishelectiondate2020.html","http://services.parliament.uk/bills/2017-19/scottishelectiondate2020.html","2324","Scottish Election (Date) (2020)","2017-2019","Lord Foulkes of Cumnock","Scottish Election (Date) (2020) Bill [HL]"
"http://data.parliament.uk/resources/1020765","Ten Minute Rule","2018-12-06","immigrationtimelimitondetention.html","http://services.parliament.uk/bills/2017-19/immigrationtimelimitondetention.html","2325","Immigration (Time Limit on Detention)","2017-2019","Tulip Siddiq","Immigration (Time Limit on Detention) Bill"
"http://data.parliament.uk/resources/1020762","Presentation","2018-12-05","nappiesenvironmentalstandards.html","http://services.parliament.uk/bills/2017-19/nappiesenvironmentalstandards.html","2322","Nappies (Environmental Standards)","2017-2019","David Linden","Nappies (Environmental Standards) Bill"
"http://data.parliament.uk/resources/1020763","Ten Minute Rule","2018-12-05","planningappeals.html","http://services.parliament.uk/bills/2017-19/planningappeals.html","2323","Planning (Appeals)","2017-2019","John Howell","Planning (Appeals) Bill"
"http://data.parliament.uk/resources/796655","Ten Minute Rule","2018-12-04","universalcreditapplicationadviceandassistance.html","http://services.parliament.uk/bills/2017-19/universalcreditapplicationadviceandassistance.html","2184","Universal Credit (Application, Advice and Assistance)","2017-2019","Dr Philippa Whitford","Universal Credit (Application, Advice and Assistance) Bill"
"http://data.parliament.uk/resources/1018099","HoL Private","2018-11-30","goodsmortgages.html","http://services.parliament.uk/bills/2017-19/goodsmortgages.html","2321","Goods Mortgages","2017-2019","Lord Stevenson of Balmacara","Goods Mortgages Bill [HL]"
"http://data.parliament.uk/resources/996210","Government","2018-11-30","healthcareinternationalarrangements.html","http://services.parliament.uk/bills/2017-19/healthcareinternationalarrangements.html","2305","Healthcare (International Arrangements)","2017-2019","Matt Hancock","Healthcare (International Arrangements) Bill"
"http://data.parliament.uk/resources/972965","Government","2018-11-29","agriculture.html","http://services.parliament.uk/bills/2017-19/agriculture.html","2292","Agriculture","2017-2019","Michael Gove","Agriculture Bill"
"http://data.parliament.uk/resources/1017097","Ten Minute Rule","2018-11-28","minimumserviceobligationhighstreetcashpoints.html","http://services.parliament.uk/bills/2017-19/minimumserviceobligationhighstreetcashpoints.html","2319","Minimum Service Obligation (High Street Cashpoints)","2017-2019","Huw Merriman","Minimum Service Obligation (High Street Cashpoints) Bill"
"http://data.parliament.uk/resources/748904","HoL Private","2018-11-27","homeeducationdutyoflocalauthorities.html","http://services.parliament.uk/bills/2017-19/homeeducationdutyoflocalauthorities.html","2000","Home Education (Duty of Local Authorities)","2017-2019","Frank Field","Home Education (Duty of Local Authorities) Bill [HL]"
"http://data.parliament.uk/resources/748904","HoL Private","2018-11-27","homeeducationdutyoflocalauthorities.html","http://services.parliament.uk/bills/2017-19/homeeducationdutyoflocalauthorities.html","2000","Home Education (Duty of Local Authorities)","2017-2019","Lord Soley","Home Education (Duty of Local Authorities) Bill [HL]"
"http://data.parliament.uk/resources/748895","HoL Private","2018-11-26","houseoflordshereditarypeersabolitionofbyelections.html","http://services.parliament.uk/bills/2017-19/houseoflordshereditarypeersabolitionofbyelections.html","1991","House of Lords (Hereditary Peers) (Abolition of By-Elections)","2017-2019","Lord Grocott","House of Lords (Hereditary Peers) (Abolition of By-Elections) Bill [HL]"
"http://data.parliament.uk/resources/748897","HoL Private","2018-11-26","modernslaveryvictimsupport.html","http://services.parliament.uk/bills/2017-19/modernslaveryvictimsupport.html","1993","Modern Slavery (Victim Support)","2017-2019","Iain Duncan Smith","Modern Slavery (Victim Support) Bill [HL]"
"http://data.parliament.uk/resources/748897","HoL Private","2018-11-26","modernslaveryvictimsupport.html","http://services.parliament.uk/bills/2017-19/modernslaveryvictimsupport.html","1993","Modern Slavery (Victim Support)","2017-2019","Lord McColl of Dulwich","Modern Slavery (Victim Support) Bill [HL]"
"http://data.parliament.uk/resources/748899","HoL Private","2018-11-26","assetfreezingcompensation.html","http://services.parliament.uk/bills/2017-19/assetfreezingcompensation.html","1995","Asset Freezing (Compensation)","2017-2019","Andrew Rosindell","Asset Freezing (Compensation) Bill [HL]"
"http://data.parliament.uk/resources/748899","HoL Private","2018-11-26","assetfreezingcompensation.html","http://services.parliament.uk/bills/2017-19/assetfreezingcompensation.html","1995","Asset Freezing (Compensation)","2017-2019","Lord Empey","Asset Freezing (Compensation) Bill [HL]"
"http://data.parliament.uk/resources/748901","HoL Private","2018-11-26","unpaidworkexperienceprohibition.html","http://services.parliament.uk/bills/2017-19/unpaidworkexperienceprohibition.html","1997","Unpaid Work Experience (Prohibition)","2017-2019","Alec Shelbrooke","Unpaid Work Experience (Prohibition) Bill [HL]"
"http://data.parliament.uk/resources/748901","HoL Private","2018-11-26","unpaidworkexperienceprohibition.html","http://services.parliament.uk/bills/2017-19/unpaidworkexperienceprohibition.html","1997","Unpaid Work Experience (Prohibition)","2017-2019","Lord Holmes of Richmond","Unpaid Work Experience (Prohibition) Bill [HL]"
"http://data.parliament.uk/resources/748909","HoL Private","2018-11-26","creditworthinessassessment.html","http://services.parliament.uk/bills/2017-19/creditworthinessassessment.html","2005","Creditworthiness Assessment","2017-2019","Justine Greening","Creditworthiness Assessment Bill [HL]"
"http://data.parliament.uk/resources/748909","HoL Private","2018-11-26","creditworthinessassessment.html","http://services.parliament.uk/bills/2017-19/creditworthinessassessment.html","2005","Creditworthiness Assessment","2017-2019","Lord Bird","Creditworthiness Assessment Bill [HL]"
