"uri","bill type","date","home page","home page > uri","label","session > display name","sponsors > sponsor printed","title"
"http://data.parliament.uk/resources/393042","Presentation","2012-05-01","planningapplicationsappealsbytownandparishcouncils.html","http://services.parliament.uk/bills/planningapplicationsappealsbytownandparishcouncils.html","Planning Applications (Appeals by Town and Parish Councils)","2010-2012","Martin Caton","Planning Applications (Appeals by Town and Parish Councils)"
"http://data.parliament.uk/resources/393044","Ten Minute Rule","2012-05-01","footballfinancialtransparency.html","http://services.parliament.uk/bills/footballfinancialtransparency.html","Football (Financial Transparency)","2010-2012","Damian Collins","Football (Financial Transparency)"
"http://data.parliament.uk/resources/393045","Ten Minute Rule","2012-05-01","foodwaste.html","http://services.parliament.uk/bills/foodwaste.html","Food Waste","2010-2012","Kerry McCarthy","Food Waste"
"http://data.parliament.uk/resources/393046","Ten Minute Rule","2012-05-01","useofpoweredwheelchairsweightandagelimit.html","http://services.parliament.uk/bills/useofpoweredwheelchairsweightandagelimit.html","Use of Powered Wheelchairs (Weight and Age Limit)","2010-2012","Aidan Burley","Use of Powered Wheelchairs (Weight and Age Limit)"
"http://data.parliament.uk/resources/393047","Ten Minute Rule","2012-05-01","bankingdisclosureresponsibilityandeducation.html","http://services.parliament.uk/bills/bankingdisclosureresponsibilityandeducation.html","Banking (Disclosure, Responsibility and Education)","2010-2012","Chris Evans","Banking (Disclosure, Responsibility and Education)"
"http://data.parliament.uk/resources/393049","Ten Minute Rule","2012-05-01","smallbusinessadministration.html","http://services.parliament.uk/bills/smallbusinessadministration.html","Small Business Administration","2010-2012","Roger Williams","Small Business Administration"
"http://data.parliament.uk/resources/393052","Ten Minute Rule","2012-05-01","surrogateparentsleavepayandallowancearrangements.html","http://services.parliament.uk/bills/surrogateparentsleavepayandallowancearrangements.html","Surrogate Parents (Leave, Pay and Allowance Arrangements)","2010-2012","John Healey","Surrogate Parents (Leave, Pay and Allowance Arrangements)"
"http://data.parliament.uk/resources/393054","Presentation","2012-05-01","housingselectivelicensingofprivatelandlordsinexemptedareas.html","http://services.parliament.uk/bills/housingselectivelicensingofprivatelandlordsinexemptedareas.html","Housing (Selective Licensing of Private Landlords in Exempted Areas)","2010-2012","Graham Jones","Housing (Selective Licensing of Private Landlords in Exempted Areas)"
"http://data.parliament.uk/resources/393055","Ten Minute Rule","2012-05-01","suicideprevention.html","http://services.parliament.uk/bills/suicideprevention.html","Suicide (Prevention)","2010-2012","Dr William McCrea","Suicide (Prevention)"
"http://data.parliament.uk/resources/392924","Government","2012-04-19","londonolympicgamesandparalympicgamesamendment.html","http://services.parliament.uk/bills/londonolympicgamesandparalympicgamesamendment.html","London Olympic Games and Paralympic Games (Amendment)","2010-2012","Baroness Garden of Frognal","London Olympic Games and Paralympic Games (Amendment)"
"http://data.parliament.uk/resources/392924","Government","2012-04-19","londonolympicgamesandparalympicgamesamendment.html","http://services.parliament.uk/bills/londonolympicgamesandparalympicgamesamendment.html","London Olympic Games and Paralympic Games (Amendment)","2010-2012","Jeremy Hunt","London Olympic Games and Paralympic Games (Amendment)"
"http://data.parliament.uk/resources/392901","Government","2012-03-30","healthandsocialcare.html","http://services.parliament.uk/bills/healthandsocialcare.html","Health and Social Care","2010-2012","Earl Howe","Health and Social Care"
"http://data.parliament.uk/resources/392901","Government","2012-03-30","healthandsocialcare.html","http://services.parliament.uk/bills/healthandsocialcare.html","Health and Social Care","2010-2012","Mr Andrew Lansley","Health and Social Care"
"http://data.parliament.uk/resources/392740","Government","2012-03-28","consolidatedfundappropriation.html","http://services.parliament.uk/bills/consolidatedfundappropriation.html","Appropriation","2009-2010","Lord Myners","Appropriation"
"http://data.parliament.uk/resources/392740","Government","2012-03-28","consolidatedfundappropriation.html","http://services.parliament.uk/bills/consolidatedfundappropriation.html","Appropriation","2009-2010","Mr Chancellor of the Exchequer","Appropriation"
"http://data.parliament.uk/resources/392753","Government","2012-03-28","appropriation.html","http://services.parliament.uk/bills/appropriation.html","Appropriation (No. 2)","2009-2010","Lord Myners","Appropriation (No. 2)"
"http://data.parliament.uk/resources/392753","Government","2012-03-28","appropriation.html","http://services.parliament.uk/bills/appropriation.html","Appropriation (No. 2)","2009-2010","Mr Stephen Timms","Appropriation (No. 2)"
"http://data.parliament.uk/resources/392828","Government","2012-03-28","consolidatedfundappropriation.html","http://services.parliament.uk/bills/consolidatedfundappropriation.html","Appropriation (No. 3)","2010-2012","Lord Sassoon","Appropriation (No. 3)"
"http://data.parliament.uk/resources/392828","Government","2012-03-28","consolidatedfundappropriation.html","http://services.parliament.uk/bills/consolidatedfundappropriation.html","Appropriation (No. 3)","2010-2012","Mr Mark Hoban","Appropriation (No. 3)"
"http://data.parliament.uk/resources/392890","Government","2012-03-28","consolidatedfund.html","http://services.parliament.uk/bills/consolidatedfund.html","Consolidated Fund","2010-2012","Lord Sassoon","Consolidated Fund"
"http://data.parliament.uk/resources/392890","Government","2012-03-28","consolidatedfund.html","http://services.parliament.uk/bills/consolidatedfund.html","Consolidated Fund","2010-2012","Mr Mark Hoban","Consolidated Fund"
"http://data.parliament.uk/resources/392919","Government","2012-03-28","consolidatedfundappropriationno2.html","http://services.parliament.uk/bills/consolidatedfundappropriationno2.html","Appropriation","2010-2012","Lord Sassoon","Appropriation"
"http://data.parliament.uk/resources/392919","Government","2012-03-28","consolidatedfundappropriationno2.html","http://services.parliament.uk/bills/consolidatedfundappropriationno2.html","Appropriation","2010-2012","Mr Mark Hoban","Appropriation"
"http://data.parliament.uk/resources/392769","Government","2012-03-27","finance.html","http://services.parliament.uk/bills/finance.html","Finance (No. 2)","2010-2012","Lord Sassoon","Finance (No. 2)"
"http://data.parliament.uk/resources/392769","Government","2012-03-27","finance.html","http://services.parliament.uk/bills/finance.html","Finance (No. 2)","2010-2012","Mr David Gauke","Finance (No. 2)"
"http://data.parliament.uk/resources/392846","Government","2012-03-27","financeno2.html","http://services.parliament.uk/bills/financeno2.html","Finance (No. 3)","2010-2012","Lord Sassoon","Finance (No. 3)"
"http://data.parliament.uk/resources/392846","Government","2012-03-27","financeno2.html","http://services.parliament.uk/bills/financeno2.html","Finance (No. 3)","2010-2012","Mr David Gauke","Finance (No. 3)"
"http://data.parliament.uk/resources/392935","Government","2012-03-27","financeno3.html","http://services.parliament.uk/bills/financeno3.html","Finance","2010-2012","Lord Sassoon","Finance"
"http://data.parliament.uk/resources/392935","Government","2012-03-27","financeno3.html","http://services.parliament.uk/bills/financeno3.html","Finance","2010-2012","Mr David Gauke","Finance"
"http://data.parliament.uk/resources/392766","Government","2012-03-09","welfarereform.html","http://services.parliament.uk/bills/welfarereform.html","Welfare Reform","2010-2012","Iain Duncan Smith","Welfare Reform"
"http://data.parliament.uk/resources/392766","Government","2012-03-09","welfarereform.html","http://services.parliament.uk/bills/welfarereform.html","Welfare Reform","2010-2012","Lord Freud","Welfare Reform"
"http://data.parliament.uk/resources/392772","Ballot","2012-03-09","publicservicessocialvalue.html","http://services.parliament.uk/bills/publicservicessocialvalue.html","Public Services (Social Value)","2010-2012","Chris White","Public Services (Social Value)"
"http://data.parliament.uk/resources/392772","Ballot","2012-03-09","publicservicessocialvalue.html","http://services.parliament.uk/bills/publicservicessocialvalue.html","Public Services (Social Value)","2010-2012","Lord Newby","Public Services (Social Value)"
"http://data.parliament.uk/resources/392789","Ballot","2012-03-09","domesticviolencecrimeandvictimsamendment.html","http://services.parliament.uk/bills/domesticviolencecrimeandvictimsamendment.html","Domestic Violence, Crime and Victims (Amendment)","2010-2012","Lord Laming","Domestic Violence, Crime and Victims (Amendment)"
"http://data.parliament.uk/resources/392789","Ballot","2012-03-09","domesticviolencecrimeandvictimsamendment.html","http://services.parliament.uk/bills/domesticviolencecrimeandvictimsamendment.html","Domestic Violence, Crime and Victims (Amendment)","2010-2012","Sir Paul Beresford","Domestic Violence, Crime and Victims (Amendment)"
"http://data.parliament.uk/resources/392821","HoL Private","2012-03-09","livemusichl.html","http://services.parliament.uk/bills/livemusichl.html","Live Music","2010-2012","Don Foster","Live Music"
"http://data.parliament.uk/resources/392821","HoL Private","2012-03-09","livemusichl.html","http://services.parliament.uk/bills/livemusichl.html","Live Music","2010-2012","Lord Clement-Jones","Live Music"
"http://data.parliament.uk/resources/392944","Government","2012-03-09","consumerinsurancedisclosureandrepresentationshl.html","http://services.parliament.uk/bills/consumerinsurancedisclosureandrepresentationshl.html","Consumer Insurance (Disclosure and Representations)","2010-2012","Lord Sassoon","Consumer Insurance (Disclosure and Representations)"
"http://data.parliament.uk/resources/392944","Government","2012-03-09","consumerinsurancedisclosureandrepresentationshl.html","http://services.parliament.uk/bills/consumerinsurancedisclosureandrepresentationshl.html","Consumer Insurance (Disclosure and Representations)","2010-2012","Mark Hoban","Consumer Insurance (Disclosure and Representations)"
"http://data.parliament.uk/resources/393037","Government","2012-03-09","supplyandappropriationanticipationandadjustments.html","http://services.parliament.uk/bills/supplyandappropriationanticipationandadjustments.html","Supply and Appropriation (Anticipation and Adjustments)","2010-2012","Mr Mark Hoban","Supply and Appropriation (Anticipation and Adjustments)"
"http://data.parliament.uk/resources/392891","Government","2012-02-16","loanstoireland.html","http://services.parliament.uk/bills/loanstoireland.html","Loans to Ireland","2010-2012","Lord Sassoon","Loans to Ireland"
"http://data.parliament.uk/resources/392891","Government","2012-02-16","loanstoireland.html","http://services.parliament.uk/bills/loanstoireland.html","Loans to Ireland","2010-2012","Mr George Osborne","Loans to Ireland"
"http://data.parliament.uk/resources/392940","Ten Minute Rule","2012-02-03","planninggreenbeltprotection.html","http://services.parliament.uk/bills/planninggreenbeltprotection.html","Planning (Green Belt Protection)","2010-2012","Bob Stewart","Planning (Green Belt Protection)"
"http://data.parliament.uk/resources/392958","Government","2012-02-01","sovereigngrant.html","http://services.parliament.uk/bills/sovereigngrant.html","Sovereign Grant","2010-2012","Justine Greening","Sovereign Grant"
"http://data.parliament.uk/resources/392958","Government","2012-02-01","sovereigngrant.html","http://services.parliament.uk/bills/sovereigngrant.html","Sovereign Grant","2010-2012","Lord Sassoon","Sovereign Grant"
"http://data.parliament.uk/resources/392964","Ten Minute Rule","2012-01-23","sundaytradingamendment.html","http://services.parliament.uk/bills/sundaytradingamendment.html","Sunday Trading (Amendment)","2010-2012","Mark Menzies","Sunday Trading (Amendment)"
"http://data.parliament.uk/resources/392843","Government","2012-01-13","savingsaccountsandhealthinpregnancygrant.html","http://services.parliament.uk/bills/savingsaccountsandhealthinpregnancygrant.html","Savings Accounts and Health in Pregnancy Grant","2010-2012","Lord Sassoon","Savings Accounts and Health in Pregnancy Grant"
"http://data.parliament.uk/resources/392843","Government","2012-01-13","savingsaccountsandhealthinpregnancygrant.html","http://services.parliament.uk/bills/savingsaccountsandhealthinpregnancygrant.html","Savings Accounts and Health in Pregnancy Grant","2010-2012","Mr George Osborne","Savings Accounts and Health in Pregnancy Grant"
"http://data.parliament.uk/resources/392965","Ten Minute Rule","2012-01-12","nationaldebtcap.html","http://services.parliament.uk/bills/nationaldebtcap.html","National Debt Cap","2010-2012","Sajid Javid","National Debt Cap"
"http://data.parliament.uk/resources/392953","Ten Minute Rule","2012-01-11","remembrancedaybankholiday.html","http://services.parliament.uk/bills/remembrancedaybankholiday.html","Remembrance Day (Bank Holiday)","2010-2012","Claire Perry","Remembrance Day (Bank Holiday)"
"http://data.parliament.uk/resources/392870","Government","2012-01-10","publicbodieshl.html","http://services.parliament.uk/bills/publicbodieshl.html","Public Bodies","2010-2012","Lord Taylor of Holbeach","Public Bodies"
"http://data.parliament.uk/resources/392870","Government","2012-01-10","publicbodieshl.html","http://services.parliament.uk/bills/publicbodieshl.html","Public Bodies","2010-2012","Mr Francis Maude","Public Bodies"
"http://data.parliament.uk/resources/392920","Government","2011-12-16","charitieshl.html","http://services.parliament.uk/bills/charitieshl.html","Charities","2010-2012","Baroness Verma","Charities"
"http://data.parliament.uk/resources/392768","Government","2011-12-15","armedforces.html","http://services.parliament.uk/bills/armedforces.html","Armed Forces","2010-2012","Liam Fox","Armed Forces"
"http://data.parliament.uk/resources/392768","Government","2011-12-15","armedforces.html","http://services.parliament.uk/bills/armedforces.html","Armed Forces","2010-2012","Lord Astor of Hever","Armed Forces"
"http://data.parliament.uk/resources/392947","Government","2011-12-15","terrorismpreventionandinvestigationmeasures.html","http://services.parliament.uk/bills/terrorismpreventionandinvestigationmeasures.html","Terrorism Prevention and Investigation Measures","2010-2012","Lord Henley","Terrorism Prevention and Investigation Measures"
"http://data.parliament.uk/resources/392947","Government","2011-12-15","terrorismpreventionandinvestigationmeasures.html","http://services.parliament.uk/bills/terrorismpreventionandinvestigationmeasures.html","Terrorism Prevention and Investigation Measures","2010-2012","Mrs Theresa May","Terrorism Prevention and Investigation Measures"
"http://data.parliament.uk/resources/392832","Government","2011-12-08","fixedtermparliaments.html","http://services.parliament.uk/bills/fixedtermparliaments.html","Fixed-term Parliaments","2010-2012","Lord Wallace of Tankerness","Fixed-term Parliaments"
"http://data.parliament.uk/resources/392832","Government","2011-12-08","fixedtermparliaments.html","http://services.parliament.uk/bills/fixedtermparliaments.html","Fixed-term Parliaments","2010-2012","Mr Nick Clegg","Fixed-term Parliaments"
"http://data.parliament.uk/resources/392990","Private","2011-11-28","universityofwalestrinitysaintdavid.html","http://services.parliament.uk/bills/universityofwalestrinitysaintdavid.html","University of Wales:Trinity Saint David","2010-2012","The University of Wales:Trinity Saint David and the University of Wales","University of Wales:Trinity Saint David"
"http://data.parliament.uk/resources/392892","Government","2011-11-17","localism.html","http://services.parliament.uk/bills/localism.html","Localism","2010-2012","Baroness Hanham","Localism"
"http://data.parliament.uk/resources/392892","Government","2011-11-17","localism.html","http://services.parliament.uk/bills/localism.html","Localism","2010-2012","Eric Pickles","Localism"
"http://data.parliament.uk/resources/392905","Government","2011-11-17","education.html","http://services.parliament.uk/bills/education.html","Education","2010-2012","Lord Hill of Oareford","Education"
"http://data.parliament.uk/resources/392905","Government","2011-11-17","education.html","http://services.parliament.uk/bills/education.html","Education","2010-2012","Michael Gove","Education"
"http://data.parliament.uk/resources/392755","Government","2011-11-10","localgovernmenthl.html","http://services.parliament.uk/bills/localgovernmenthl.html","Local Government","2010-2012","Baroness Hanham","Local Government"
"http://data.parliament.uk/resources/392755","Government","2011-11-10","localgovernmenthl.html","http://services.parliament.uk/bills/localgovernmenthl.html","Local Government","2010-2012","Mr Eric Pickles","Local Government"
"http://data.parliament.uk/resources/392833","Government","2011-11-10","parliamentaryvotingsystemandconstituencies.html","http://services.parliament.uk/bills/parliamentaryvotingsystemandconstituencies.html","Parliamentary Voting System and Constituencies","2010-2012","Lord McNally","Parliamentary Voting System and Constituencies"
"http://data.parliament.uk/resources/392833","Government","2011-11-10","parliamentaryvotingsystemandconstituencies.html","http://services.parliament.uk/bills/parliamentaryvotingsystemandconstituencies.html","Parliamentary Voting System and Constituencies","2010-2012","Mr Nick Clegg","Parliamentary Voting System and Constituencies"
"http://data.parliament.uk/resources/392839","Government","2011-11-10","policereformandsocialresponsibility.html","http://services.parliament.uk/bills/policereformandsocialresponsibility.html","Police Reform and Social Responsibility","2010-2012","Baroness Browning","Police Reform and Social Responsibility"
"http://data.parliament.uk/resources/392839","Government","2011-11-10","policereformandsocialresponsibility.html","http://services.parliament.uk/bills/policereformandsocialresponsibility.html","Police Reform and Social Responsibility","2010-2012","Mrs Theresa May","Police Reform and Social Responsibility"
"http://data.parliament.uk/resources/392849","Government","2011-11-10","postalservices.html","http://services.parliament.uk/bills/postalservices.html","Postal Services","2010-2012","Baroness Wilcox","Postal Services"
"http://data.parliament.uk/resources/392849","Government","2011-11-10","postalservices.html","http://services.parliament.uk/bills/postalservices.html","Postal Services","2010-2012","Vince Cable","Postal Services"
"http://data.parliament.uk/resources/392851","Ten Minute Rule","2011-11-10","policetermsandconditionsofserviceredundancy.html","http://services.parliament.uk/bills/policetermsandconditionsofserviceredundancy.html","Police Terms and Conditions of Service (Redundancy)","2010-2012","Mark Reckless","Police Terms and Conditions of Service (Redundancy)"
"http://data.parliament.uk/resources/392875","Government","2011-11-10","europeanunion.html","http://services.parliament.uk/bills/europeanunion.html","European Union","2010-2012","Lord Howell of Guildford","European Union"
"http://data.parliament.uk/resources/392875","Government","2011-11-10","europeanunion.html","http://services.parliament.uk/bills/europeanunion.html","European Union","2010-2012","William Hague","European Union"
"http://data.parliament.uk/resources/392889","Government","2011-11-10","energyhl.html","http://services.parliament.uk/bills/energyhl.html","Energy","2010-2012","Chris Huhne","Energy"
"http://data.parliament.uk/resources/392889","Government","2011-11-10","energyhl.html","http://services.parliament.uk/bills/energyhl.html","Energy","2010-2012","Lord Marland","Energy"
"http://data.parliament.uk/resources/392899","Government","2011-11-10","pensionshl.html","http://services.parliament.uk/bills/pensionshl.html","Pensions","2010-2012","Lord Freud","Pensions"
"http://data.parliament.uk/resources/392899","Government","2011-11-10","pensionshl.html","http://services.parliament.uk/bills/pensionshl.html","Pensions","2010-2012","Mr Iain Duncan Smith","Pensions"
"http://data.parliament.uk/resources/392945","Ten Minute Rule","2011-11-10","dangerousdrivingmaximumsentence.html","http://services.parliament.uk/bills/dangerousdrivingmaximumsentence.html","Dangerous Driving (Maximum Sentence)","2010-2012","Karl Turner","Dangerous Driving (Maximum Sentence)"
"http://data.parliament.uk/resources/392937","Presentation","2011-11-09","sustainableenergylocalplans.html","http://services.parliament.uk/bills/sustainableenergylocalplans.html","Sustainable Energy (Local Plans)","2010-2012","Martin Horwood","Sustainable Energy (Local Plans)"
"http://data.parliament.uk/resources/392777","Ballot","2011-11-04","coinagemeasurement.html","http://services.parliament.uk/bills/coinagemeasurement.html","Coinage (Measurement)","2010-2012","Lord Risby","Coinage (Measurement)"
"http://data.parliament.uk/resources/392777","Ballot","2011-11-04","coinagemeasurement.html","http://services.parliament.uk/bills/coinagemeasurement.html","Coinage (Measurement)","2010-2012","Mark Lancaster","Coinage (Measurement)"
"http://data.parliament.uk/resources/392764","Government","2011-10-27","equitablelifepayments.html","http://services.parliament.uk/bills/equitablelifepayments.html","Equitable Life (Payments)","2010-2012","Lord Sassoon","Equitable Life (Payments)"
"http://data.parliament.uk/resources/392764","Government","2011-10-27","equitablelifepayments.html","http://services.parliament.uk/bills/equitablelifepayments.html","Equitable Life (Payments)","2010-2012","Mr Mark Hoban","Equitable Life (Payments)"
"http://data.parliament.uk/resources/392853","Presentation","2011-10-24","equalityanddiversityreform.html","http://services.parliament.uk/bills/equalityanddiversityreform.html","Equality and Diversity (Reform)","2010-2012","Mr Philip Davies","Equality and Diversity (Reform)"
"http://data.parliament.uk/resources/392366","Private","2011-10-21","bournemouthboroughcouncilhl.html","http://services.parliament.uk/bills/bournemouthboroughcouncilhl.html","Bournemouth Borough Council","2006-2007","Bournemouth Borough Council","Bournemouth Borough Council"
"http://data.parliament.uk/resources/392366","Private","2011-10-21","bournemouthboroughcouncilhl.html","http://services.parliament.uk/bills/bournemouthboroughcouncilhl.html","Bournemouth Borough Council","2007-2008","Bournemouth Borough Council","Bournemouth Borough Council"
"http://data.parliament.uk/resources/392366","Private","2011-10-21","bournemouthboroughcouncilhl.html","http://services.parliament.uk/bills/bournemouthboroughcouncilhl.html","Bournemouth Borough Council","2008-2009","Bournemouth Borough Council","Bournemouth Borough Council"
"http://data.parliament.uk/resources/392366","Private","2011-10-21","bournemouthboroughcouncilhl.html","http://services.parliament.uk/bills/bournemouthboroughcouncilhl.html","Bournemouth Borough Council","2009-2010","Bournemouth Borough Council","Bournemouth Borough Council"
"http://data.parliament.uk/resources/392369","Private","2011-10-21","manchestercitycouncilhl.html","http://services.parliament.uk/bills/manchestercitycouncilhl.html","Manchester City Council","2006-2007","Manchester City Council","Manchester City Council"
"http://data.parliament.uk/resources/392369","Private","2011-10-21","manchestercitycouncilhl.html","http://services.parliament.uk/bills/manchestercitycouncilhl.html","Manchester City Council","2007-2008","Manchester City Council","Manchester City Council"
"http://data.parliament.uk/resources/392369","Private","2011-10-21","manchestercitycouncilhl.html","http://services.parliament.uk/bills/manchestercitycouncilhl.html","Manchester City Council","2008-2009","Manchester City Council","Manchester City Council"
"http://data.parliament.uk/resources/392369","Private","2011-10-21","manchestercitycouncilhl.html","http://services.parliament.uk/bills/manchestercitycouncilhl.html","Manchester City Council","2009-2010","Manchester City Council","Manchester City Council"
"http://data.parliament.uk/resources/392754","Government","2011-10-20","academieshl.html","http://services.parliament.uk/bills/academieshl.html","Academies","2010-2012","Lord Hill of Oareford","Academies"
"http://data.parliament.uk/resources/392754","Government","2011-10-20","academieshl.html","http://services.parliament.uk/bills/academieshl.html","Academies","2010-2012","Michael Gove","Academies"
"http://data.parliament.uk/resources/392763","Government","2011-10-20","identitydocuments.html","http://services.parliament.uk/bills/identitydocuments.html","Identity Documents","2010-2012","Baroness Neville-Jones","Identity Documents"
"http://data.parliament.uk/resources/392763","Government","2011-10-20","identitydocuments.html","http://services.parliament.uk/bills/identitydocuments.html","Identity Documents","2010-2012","Theresa May","Identity Documents"
"http://data.parliament.uk/resources/392765","Government","2011-10-20","nationalinsurancecontributions.html","http://services.parliament.uk/bills/nationalinsurancecontributions.html","National Insurance Contributions","2010-2012","Lord Sassoon","National Insurance Contributions"
"http://data.parliament.uk/resources/392765","Government","2011-10-20","nationalinsurancecontributions.html","http://services.parliament.uk/bills/nationalinsurancecontributions.html","National Insurance Contributions","2010-2012","Mr George Osborne","National Insurance Contributions"
"http://data.parliament.uk/resources/392774","Ballot","2011-10-20","estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html","http://services.parliament.uk/bills/estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html","Estates of Deceased Persons (Forfeiture Rule and Law of Succession)","2010-2012","Lord Hunt of Wirral","Estates of Deceased Persons (Forfeiture Rule and Law of Succession)"
"http://data.parliament.uk/resources/392774","Ballot","2011-10-20","estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html","http://services.parliament.uk/bills/estatesofdeceasedpersonsforfeitureruleandlawofsuccession.html","Estates of Deceased Persons (Forfeiture Rule and Law of Succession)","2010-2012","Mr Greg Knight","Estates of Deceased Persons (Forfeiture Rule and Law of Succession)"
"http://data.parliament.uk/resources/392780","Ballot","2011-10-20","sportsgroundssafetyauthority.html","http://services.parliament.uk/bills/sportsgroundssafetyauthority.html","Sports Grounds Safety Authority","2010-2012","Jonathan Lord","Sports Grounds Safety Authority"
"http://data.parliament.uk/resources/392780","Ballot","2011-10-20","sportsgroundssafetyauthority.html","http://services.parliament.uk/bills/sportsgroundssafetyauthority.html","Sports Grounds Safety Authority","2010-2012","Lord Faulkner of Worcester","Sports Grounds Safety Authority"
"http://data.parliament.uk/resources/392782","Ballot","2011-10-20","wreckremovalconvention.html","http://services.parliament.uk/bills/wreckremovalconvention.html","Wreck Removal Convention","2010-2012","Baroness Stowell of Beeston","Wreck Removal Convention"
"http://data.parliament.uk/resources/392782","Ballot","2011-10-20","wreckremovalconvention.html","http://services.parliament.uk/bills/wreckremovalconvention.html","Wreck Removal Convention","2010-2012","Dr Thérèse Coffey","Wreck Removal Convention"
"http://data.parliament.uk/resources/392825","Government","2011-10-20","superannuation.html","http://services.parliament.uk/bills/superannuation.html","Superannuation","2010-2012","Francis Maude","Superannuation"
"http://data.parliament.uk/resources/392825","Government","2011-10-20","superannuation.html","http://services.parliament.uk/bills/superannuation.html","Superannuation","2010-2012","Lord Wallace of Saltaire","Superannuation"
"http://data.parliament.uk/resources/392826","Government","2011-10-20","terroristassetfreezingetchl.html","http://services.parliament.uk/bills/terroristassetfreezingetchl.html","Terrorist Asset-Freezing etc.","2010-2012","Lord Sassoon","Terrorist Asset-Freezing etc."
"http://data.parliament.uk/resources/392826","Government","2011-10-20","terroristassetfreezingetchl.html","http://services.parliament.uk/bills/terroristassetfreezingetchl.html","Terrorist Asset-Freezing etc.","2010-2012","Mr Mark Hoban","Terrorist Asset-Freezing etc."
"http://data.parliament.uk/resources/392960","Government","2011-10-20","policedetentionandbail.html","http://services.parliament.uk/bills/policedetentionandbail.html","Police (Detention and Bail)","2010-2012","Baroness Browning","Police (Detention and Bail)"
"http://data.parliament.uk/resources/392960","Government","2011-10-20","policedetentionandbail.html","http://services.parliament.uk/bills/policedetentionandbail.html","Police (Detention and Bail)","2010-2012","Mrs Theresa May","Police (Detention and Bail)"
"http://data.parliament.uk/resources/392963","Government","2011-10-20","supplyandappropriationmainestimates.html","http://services.parliament.uk/bills/supplyandappropriationmainestimates.html","Supply and Appropriation (Main Estimates)","2010-2012","Justine Greening","Supply and Appropriation (Main Estimates)"
"http://data.parliament.uk/resources/392963","Government","2011-10-20","supplyandappropriationmainestimates.html","http://services.parliament.uk/bills/supplyandappropriationmainestimates.html","Supply and Appropriation (Main Estimates)","2010-2012","Lord Sassoon","Supply and Appropriation (Main Estimates)"
"http://data.parliament.uk/resources/392778","Ballot","2011-09-16","legislationterritorialextent.html","http://services.parliament.uk/bills/legislationterritorialextent.html","Legislation (Territorial Extent)","2010-2012","Harriett Baldwin","Legislation (Territorial Extent)"
"http://data.parliament.uk/resources/392867","Government","2011-08-19","budgetresponsibilityandnationalaudithl.html","http://services.parliament.uk/bills/budgetresponsibilityandnationalaudithl.html","Budget Responsibility and National Audit","2010-2012","Justine Greening","Budget Responsibility and National Audit"
